Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
CASP7,P55210,Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],MCH3,"FUNCTION: Thiol protease involved in different programmed cell death processes, such as apoptosis, pyroptosis or granzyme-mediated programmed cell death, by proteolytically cleaving target proteins (PubMed:11257230, PubMed:11257231, PubMed:11701129, PubMed:15314233, PubMed:16916640, PubMed:17646170, PubMed:18723680, PubMed:19581639, PubMed:8521391, PubMed:8567622, PubMed:8576161, PubMed:9070923). Has a marked preference for Asp-Glu-Val-Asp (DEVD) consensus sequences, with some plasticity for alternate non-canonical sequences (PubMed:12824163, PubMed:15314233, PubMed:17697120, PubMed:19581639, PubMed:20566630, PubMed:23650375, PubMed:23897474, PubMed:27032039). Its involvement in the different programmed cell death processes is probably determined by upstream proteases that activate CASP7 (By similarity). Acts as an effector caspase involved in the execution phase of apoptosis: following cleavage and activation by initiator caspases (CASP8, CASP9 and/or CASP10), mediates execution of apoptosis by catalyzing cleavage of proteins, such as CLSPN, PARP1, PTGES3 and YY1 (PubMed:10497198, PubMed:16123041, PubMed:16374543, PubMed:16916640, PubMed:18723680, PubMed:20566630, PubMed:21555521, PubMed:22184066, PubMed:22451931, PubMed:27889207, PubMed:28863261, PubMed:31586028, PubMed:34156061, PubMed:35338844, PubMed:35446120). Compared to CASP3, acts as a minor executioner caspase and cleaves a limited set of target proteins (PubMed:18723680). Acts as a key regulator of the inflammatory response in response to bacterial infection by catalyzing cleavage and activation of the sphingomyelin phosphodiesterase SMPD1 in the extracellular milieu, thereby promoting membrane repair (PubMed:21157428). Regulates pyroptosis in intestinal epithelial cells: cleaved and activated by CASP1 in response to S.typhimurium infection, promoting its secretion to the extracellular milieu, where it catalyzes activation of SMPD1, generating ceramides that repair membranes and counteract the action of gasdermin-D (GSDMD) pores (By similarity). Regulates granzyme-mediated programmed cell death in hepatocytes: cleaved and activated by granzyme B (GZMB) in response to bacterial infection, promoting its secretion to the extracellular milieu, where it catalyzes activation of SMPD1, generating ceramides that repair membranes and counteract the action of perforin (PRF1) pores (By similarity). Following cleavage by CASP1 in response to inflammasome activation, catalyzes processing and inactivation of PARP1, alleviating the transcription repressor activity of PARP1 (PubMed:22464733). Acts as an inhibitor of type I interferon production during virus-induced apoptosis by mediating cleavage of antiviral proteins CGAS, IRF3 and MAVS, thereby preventing cytokine overproduction (By similarity). Cleaves and activates sterol regulatory element binding proteins (SREBPs) (PubMed:8643593). Cleaves phospholipid scramblase proteins XKR4, XKR8 and XKR9 (By similarity). In case of infection, catalyzes cleavage of Kaposi sarcoma-associated herpesvirus protein ORF57, thereby preventing expression of viral lytic genes (PubMed:20159985). Cleaves BIRC6 following inhibition of BIRC6-caspase binding by DIABLO/SMAC (PubMed:36758104, PubMed:36758106). {ECO:0000250|UniProtKB:P97864, ECO:0000269|PubMed:10497198, ECO:0000269|PubMed:11257230, ECO:0000269|PubMed:11257231, ECO:0000269|PubMed:11701129, ECO:0000269|PubMed:12824163, ECO:0000269|PubMed:15314233, ECO:0000269|PubMed:16123041, ECO:0000269|PubMed:16374543, ECO:0000269|PubMed:16916640, ECO:0000269|PubMed:17646170, ECO:0000269|PubMed:17697120, ECO:0000269|PubMed:18723680, ECO:0000269|PubMed:19581639, ECO:0000269|PubMed:20159985, ECO:0000269|PubMed:20566630, ECO:0000269|PubMed:21157428, ECO:0000269|PubMed:21555521, ECO:0000269|PubMed:22184066, ECO:0000269|PubMed:22451931, ECO:0000269|PubMed:22464733, ECO:0000269|PubMed:23650375, ECO:0000269|PubMed:23897474, ECO:0000269|PubMed:27032039, ECO:0000269|PubMed:27889207, ECO:0000269|PubMed:28863261, ECO:0000269|PubMed:31586028, ECO:0000269|PubMed:34156061, ECO:0000269|PubMed:35338844, ECO:0000269|PubMed:35446120, ECO:0000269|PubMed:36758104, ECO:0000269|PubMed:36758106, ECO:0000269|PubMed:8521391, ECO:0000269|PubMed:8567622, ECO:0000269|PubMed:8576161, ECO:0000269|PubMed:8643593, ECO:0000269|PubMed:9070923}.; FUNCTION: [Isoform Beta]: Lacks enzymatic activity. {ECO:0000269|PubMed:8521391}.","ACT_SITE 144; /evidence=""ECO:0000269|PubMed:15314233""; ACT_SITE 186; /evidence=""ECO:0000269|PubMed:11701129, ECO:0000269|PubMed:15314233, ECO:0000269|PubMed:16916640""",,aspartic-type endopeptidase activity [GO:0004190]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; peptidase activity [GO:0008233]; RNA binding [GO:0003723],,CHEMBL3468;
CASP7,P98170,E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP),API3 BIRC4 IAP3,"FUNCTION: Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, copper homeostasis, mitogenic kinase signaling, cell proliferation, as well as cell invasion and metastasis (PubMed:11257230, PubMed:11257231, PubMed:11447297, PubMed:12121969, PubMed:12620238, PubMed:17560374, PubMed:17967870, PubMed:19473982, PubMed:20154138, PubMed:22103349, PubMed:9230442). Acts as a direct caspase inhibitor (PubMed:11257230, PubMed:11257231, PubMed:12620238). Directly bind to the active site pocket of CASP3 and CASP7 and obstructs substrate entry (PubMed:11257230, PubMed:11257231, PubMed:16352606, PubMed:16916640). Inactivates CASP9 by keeping it in a monomeric, inactive state (PubMed:12620238). Acts as an E3 ubiquitin-protein ligase regulating NF-kappa-B signaling and the target proteins for its E3 ubiquitin-protein ligase activity include: RIPK1, RIPK2, MAP3K2/MEKK2, DIABLO/SMAC, AIFM1, CCS, PTEN and BIRC5/survivin (PubMed:17560374, PubMed:17967870, PubMed:19473982, PubMed:20154138, PubMed:22103349, PubMed:22607974, PubMed:29452636, PubMed:30026309). Acts as an important regulator of innate immunity by mediating 'Lys-63'-linked polyubiquitination of RIPK2 downstream of NOD1 and NOD2, thereby transforming RIPK2 into a scaffolding protein for downstream effectors, ultimately leading to activation of the NF-kappa-B and MAP kinases signaling (PubMed:19667203, PubMed:22607974, PubMed:29452636, PubMed:30026309). 'Lys-63'-linked polyubiquitination of RIPK2 also promotes recruitment of the LUBAC complex to RIPK2 (PubMed:22607974, PubMed:29452636). Regulates the BMP signaling pathway and the SMAD and MAP3K7/TAK1 dependent pathways leading to NF-kappa-B and JNK activation (PubMed:17560374). Ubiquitination of CCS leads to enhancement of its chaperone activity toward its physiologic target, SOD1, rather than proteasomal degradation (PubMed:20154138). Ubiquitination of MAP3K2/MEKK2 and AIFM1 does not lead to proteasomal degradation (PubMed:17967870, PubMed:22103349). Plays a role in copper homeostasis by ubiquitinating COMMD1 and promoting its proteasomal degradation (PubMed:14685266). Can also function as E3 ubiquitin-protein ligase of the NEDD8 conjugation pathway, targeting effector caspases for neddylation and inactivation (PubMed:21145488). Ubiquitinates and therefore mediates the proteasomal degradation of BCL2 in response to apoptosis (PubMed:29020630). Protects cells from spontaneous formation of the ripoptosome, a large multi-protein complex that has the capability to kill cancer cells in a caspase-dependent and caspase-independent manner (PubMed:22095281). Suppresses ripoptosome formation by ubiquitinating RIPK1 and CASP8 (PubMed:22095281). Acts as a positive regulator of Wnt signaling and ubiquitinates TLE1, TLE2, TLE3, TLE4 and AES (PubMed:22304967). Ubiquitination of TLE3 results in inhibition of its interaction with TCF7L2/TCF4 thereby allowing efficient recruitment and binding of the transcriptional coactivator beta-catenin to TCF7L2/TCF4 that is required to initiate a Wnt-specific transcriptional program (PubMed:22304967). {ECO:0000269|PubMed:11257230, ECO:0000269|PubMed:11257231, ECO:0000269|PubMed:11447297, ECO:0000269|PubMed:12121969, ECO:0000269|PubMed:12620238, ECO:0000269|PubMed:14685266, ECO:0000269|PubMed:16352606, ECO:0000269|PubMed:16916640, ECO:0000269|PubMed:17560374, ECO:0000269|PubMed:17967870, ECO:0000269|PubMed:19473982, ECO:0000269|PubMed:19667203, ECO:0000269|PubMed:20154138, ECO:0000269|PubMed:21145488, ECO:0000269|PubMed:22103349, ECO:0000269|PubMed:22304967, ECO:0000269|PubMed:22607974, ECO:0000269|PubMed:29020630, ECO:0000269|PubMed:29452636, ECO:0000269|PubMed:30026309, ECO:0000269|PubMed:9230442, ECO:0000303|PubMed:22095281}.",,,cysteine-type endopeptidase inhibitor activity [GO:0004869]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; endopeptidase regulator activity [GO:0061135]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein serine/threonine kinase binding [GO:0120283]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842],"DISEASE: Lymphoproliferative syndrome, X-linked, 2 (XLP2) [MIM:300635]: A rare immunodeficiency characterized by extreme susceptibility to infection with Epstein-Barr virus (EBV). Symptoms include severe or fatal mononucleosis, acquired hypogammaglobulinemia, pancytopenia and malignant lymphoma. {ECO:0000269|PubMed:17080092, ECO:0000269|PubMed:20489057, ECO:0000269|PubMed:21119115}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL4198;
CASP7,Q86WG3,Caytaxin (Ataxia cayman type protein) (BNIP-2-homology) (BNIP-H),KIAA1872,"FUNCTION: Functions in the development of neural tissues, particularly the postnatal maturation of the cerebellar cortex. May play a role in neurotransmission through regulation of glutaminase/GLS, an enzyme responsible for the production in neurons of the glutamate neurotransmitter. Alternatively, may regulate the localization of mitochondria within axons and dendrites. {ECO:0000269|PubMed:16899818}.",,,kinesin binding [GO:0019894],"DISEASE: Cerebellar ataxia, cayman type (ATCAY) [MIM:601238]: Found in a population isolate on Grand Cayman Island and causes a marked psychomotor retardation and prominent nonprogressive cerebellar dysfunction including nystagmus, intention tremor, dysarthria, and wide-based ataxic gait. Hypotonia is present from early childhood. {ECO:0000269|PubMed:14556008}. Note=The disease is caused by variants affecting the gene represented in this entry.",
CASP7,P11021,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),GRP78,"FUNCTION: Endoplasmic reticulum chaperone that plays a key role in protein folding and quality control in the endoplasmic reticulum lumen (PubMed:2294010, PubMed:23769672, PubMed:23990668, PubMed:28332555). Involved in the correct folding of proteins and degradation of misfolded proteins via its interaction with DNAJC10/ERdj5, probably to facilitate the release of DNAJC10/ERdj5 from its substrate (By similarity). Acts as a key repressor of the EIF2AK3/PERK and ERN1/IRE1-mediated unfolded protein response (UPR) (PubMed:1550958, PubMed:11907036, PubMed:19538957). In the unstressed endoplasmic reticulum, recruited by DNAJB9/ERdj4 to the luminal region of ERN1/IRE1, leading to disrupt the dimerization of ERN1/IRE1, thereby inactivating ERN1/IRE1 (By similarity). Also binds and inactivates EIF2AK3/PERK in unstressed cells (PubMed:11907036). Accumulation of misfolded protein in the endoplasmic reticulum causes release of HSPA5/BiP from ERN1/IRE1 and EIF2AK3/PERK, allowing their homodimerization and subsequent activation (PubMed:11907036). Plays an auxiliary role in post-translational transport of small presecretory proteins across endoplasmic reticulum (ER). May function as an allosteric modulator for SEC61 channel-forming translocon complex, likely cooperating with SEC62 to enable the productive insertion of these precursors into SEC61 channel. Appears to specifically regulate translocation of precursors having inhibitory residues in their mature region that weaken channel gating. May also play a role in apoptosis and cell proliferation (PubMed:26045166). {ECO:0000250|UniProtKB:G3I8R9, ECO:0000250|UniProtKB:P20029, ECO:0000269|PubMed:11907036, ECO:0000269|PubMed:1550958, ECO:0000269|PubMed:19538957, ECO:0000269|PubMed:2294010, ECO:0000269|PubMed:23769672, ECO:0000269|PubMed:23990668, ECO:0000269|PubMed:26045166, ECO:0000269|PubMed:28332555, ECO:0000269|PubMed:29719251}.; FUNCTION: (Microbial infection) Plays an important role in viral binding to the host cell membrane and entry for several flaviruses such as Dengue virus, Zika virus and Japanese encephalitis virus (PubMed:15098107, PubMed:28053106, PubMed:33432092). Acts as a component of the cellular receptor for Dengue virus serotype 2/DENV-2 on human liver cells (PubMed:15098107). {ECO:0000269|PubMed:15098107, ECO:0000269|PubMed:28053106, ECO:0000269|PubMed:33432092}.; FUNCTION: (Microbial infection) Acts as a receptor for CotH proteins expressed by fungi of the order mucorales, the causative agent of mucormycosis, which plays an important role in epithelial cell invasion by the fungi (PubMed:20484814, PubMed:24355926, PubMed:32487760). Acts as a receptor for R.delemar CotH3 in nasal epithelial cells, which may be an early step in rhinoorbital/cerebral mucormycosis (RCM) disease progression (PubMed:32487760). {ECO:0000269|PubMed:20484814, ECO:0000269|PubMed:24355926, ECO:0000269|PubMed:32487760}.",,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent H2AZ histone chaperone activity [GO:0140849]; ATP-dependent H3-H4 histone complex chaperone activity [GO:0140665]; ATP-dependent protein folding chaperone [GO:0140662]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; chromatin extrusion motor activity [GO:0140584]; cohesin loader activity [GO:0061775]; DNA clamp loader activity [GO:0003689]; enzyme binding [GO:0019899]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein domain specific binding [GO:0019904]; protein folding chaperone [GO:0044183]; protein serine/threonine kinase inhibitor activity [GO:0030291]; protein-folding chaperone binding [GO:0051087]; ribosome binding [GO:0043022]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082],DISEASE: Note=Autoantigen in rheumatoid arthritis. {ECO:0000269|PubMed:11160188}.,CHEMBL1781865;
CASP7,Q13177,Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)],,"FUNCTION: Serine/threonine protein kinase that plays a role in a variety of different signaling pathways including cytoskeleton regulation, cell motility, cell cycle progression, apoptosis or proliferation (PubMed:12853446, PubMed:16617111, PubMed:19273597, PubMed:19923322, PubMed:33693784, PubMed:7744004, PubMed:9171063). Acts as a downstream effector of the small GTPases CDC42 and RAC1 (PubMed:7744004). Activation by the binding of active CDC42 and RAC1 results in a conformational change and a subsequent autophosphorylation on several serine and/or threonine residues (PubMed:7744004). Full-length PAK2 stimulates cell survival and cell growth (PubMed:7744004). Phosphorylates MAPK4 and MAPK6 and activates the downstream target MAPKAPK5, a regulator of F-actin polymerization and cell migration (PubMed:21317288). Phosphorylates JUN and plays an important role in EGF-induced cell proliferation (PubMed:21177766). Phosphorylates many other substrates including histone H4 to promote assembly of H3.3 and H4 into nucleosomes, BAD, ribosomal protein S6, or MBP (PubMed:21724829). Phosphorylates CASP7, thereby preventing its activity (PubMed:21555521, PubMed:27889207). Additionally, associates with ARHGEF7 and GIT1 to perform kinase-independent functions such as spindle orientation control during mitosis (PubMed:19273597, PubMed:19923322). On the other hand, apoptotic stimuli such as DNA damage lead to caspase-mediated cleavage of PAK2, generating PAK-2p34, an active p34 fragment that translocates to the nucleus and promotes cellular apoptosis involving the JNK signaling pathway (PubMed:12853446, PubMed:16617111, PubMed:9171063). Caspase-activated PAK2 phosphorylates MKNK1 and reduces cellular translation (PubMed:15234964). {ECO:0000269|PubMed:12853446, ECO:0000269|PubMed:15234964, ECO:0000269|PubMed:16617111, ECO:0000269|PubMed:19273597, ECO:0000269|PubMed:19923322, ECO:0000269|PubMed:21177766, ECO:0000269|PubMed:21317288, ECO:0000269|PubMed:21555521, ECO:0000269|PubMed:21724829, ECO:0000269|PubMed:27889207, ECO:0000269|PubMed:33693784, ECO:0000269|PubMed:7744004, ECO:0000269|PubMed:9171063}.","ACT_SITE 367; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027""",,3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activator activity [GO:0030296]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; small GTPase binding [GO:0031267],"DISEASE: Knobloch syndrome 2 (KNO2) [MIM:618458]: An autosomal dominant form of Knobloch syndrome characterized by high myopia, vitreoretinal degeneration, retinal detachment, occipital encephalocele or scalp lesions, and mild to severe psychomotor delay. {ECO:0000269|PubMed:33693784}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL4487;
CASP7,Q9NR09,Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (EC 2.3.2.24) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON),KIAA1289,"FUNCTION: Anti-apoptotic protein known as inhibitor of apoptosis (IAP) which can regulate cell death by controlling caspases and by acting as an E3 ubiquitin-protein ligase (PubMed:14765125, PubMed:15200957, PubMed:18329369). Unlike most IAPs, does not contain a RING domain and it is not a RING-type E3 ligase (PubMed:15200957, PubMed:36758104, PubMed:36758105, PubMed:36758106). Instead acts as a dual E2/E3 enzyme that combines ubiquitin conjugating (E2) and ubiquitin ligase (E3) activities in a single polypeptide (PubMed:15200957, PubMed:36758104, PubMed:36758105, PubMed:36758106). Ubiquitination is mediated by a non-canonical E1 ubiquitin activating enzyme UBA6 (PubMed:36758104, PubMed:36758105, PubMed:36758106). Ubiquitinates CASP3, CASP7 and CASP9 and inhibits their caspase activity; also ubiquitinates their procaspases but to a weaker extent (PubMed:15200957, PubMed:36758104, PubMed:36758105, PubMed:36758106). Ubiquitinates pro-apoptotic factors DIABLO/SMAC and HTRA2 (PubMed:15200957, PubMed:36758104, PubMed:36758105, PubMed:36758106). DIABLO/SMAC antagonizes the caspase inhibition activity of BIRC6 by competing for the same binding sites as the caspases (PubMed:18329369, PubMed:36758106). Ubiquitinates the autophagy protein MAP1LC3B; this activity is also inhibited by DIABLO/SMAC (PubMed:36758105). Important regulator for the final stages of cytokinesis (PubMed:18329369). Crucial for normal vesicle targeting to the site of abscission, but also for the integrity of the midbody and the midbody ring, and its striking ubiquitin modification (PubMed:18329369). {ECO:0000269|PubMed:14765125, ECO:0000269|PubMed:15200957, ECO:0000269|PubMed:18329369, ECO:0000269|PubMed:36758104, ECO:0000269|PubMed:36758105, ECO:0000269|PubMed:36758106}.","ACT_SITE 4666; /note=""Glycyl thioester intermediate""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00388""",,cysteine-type endopeptidase inhibitor activity [GO:0004869]; metal ion binding [GO:0046872]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842],,
CASP7,Q96RD6,Pannexin-2,,"FUNCTION: Ion channel with a slight anion preference (PubMed:36973289). Also able to release ATP (PubMed:36869038). Plays a role in regulating neurogenesis and apoptosis in keratinocytes (By similarity). {ECO:0000250|UniProtKB:Q6IMP4, ECO:0000269|PubMed:36869038, ECO:0000269|PubMed:36973289}.",,,structural molecule activity [GO:0005198]; wide pore channel activity [GO:0022829],,
CASP7,Q9HAW4,Claspin (hClaspin),,"FUNCTION: Required for checkpoint mediated cell cycle arrest in response to inhibition of DNA replication or to DNA damage induced by both ionizing and UV irradiation (PubMed:12766152, PubMed:15190204, PubMed:15707391, PubMed:16123041). Adapter protein which binds to BRCA1 and the checkpoint kinase CHEK1 and facilitates the ATR-dependent phosphorylation of both proteins (PubMed:12766152, PubMed:15096610, PubMed:15707391, PubMed:16123041). Also required to maintain normal rates of replication fork progression during unperturbed DNA replication. Binds directly to DNA, with particular affinity for branched or forked molecules and interacts with multiple protein components of the replisome such as the MCM2-7 complex and TIMELESS (PubMed:15226314, PubMed:34694004, PubMed:35585232). Important for initiation of DNA replication, recruits kinase CDC7 to phosphorylate MCM2-7 components (PubMed:27401717). {ECO:0000269|PubMed:12766152, ECO:0000269|PubMed:15096610, ECO:0000269|PubMed:15190204, ECO:0000269|PubMed:15226314, ECO:0000269|PubMed:15707391, ECO:0000269|PubMed:16123041, ECO:0000269|PubMed:27401717, ECO:0000269|PubMed:34694004, ECO:0000269|PubMed:35585232}.",,,anaphase-promoting complex binding [GO:0010997]; DNA secondary structure binding [GO:0000217],,
CASP7,P83105,Serine protease HTRA4 (EC 3.4.21.-) (High-temperature requirement factor A4),,FUNCTION: Serine protease. {ECO:0000305}.,"ACT_SITE 218; /note=""Charge relay system""; /evidence=""ECO:0000255""; ACT_SITE 248; /note=""Charge relay system""; /evidence=""ECO:0000255""; ACT_SITE 326; /note=""Charge relay system""; /evidence=""ECO:0000255""",,endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; serine-type endopeptidase activity [GO:0004252],,
CASP7,Q96RD7,Pannexin-1 (PANX1) [Cleaved into: Caspase-activated pannexin-1 (Caspase-activated PANX1)],MRS1,"FUNCTION: Ion channel involved in a variety of physiological functions such as blood pressure regulation, apoptotic cell clearance and oogenesis (PubMed:15304325, PubMed:16908669, PubMed:20829356, PubMed:20944749, PubMed:30918116). Forms anion-selective channels with relatively low conductance and an order of permeabilities: nitrate>iodide>chlroride>>aspartate=glutamate=gluconate (By similarity). Can release ATP upon activation through phosphorylation or cleavage at C-terminus (PubMed:32238926). May play a role as a Ca(2+)-leak channel to regulate ER Ca(2+) homeostasis (PubMed:16908669). {ECO:0000250|UniProtKB:Q9JIP4, ECO:0000269|PubMed:15304325, ECO:0000269|PubMed:16908669, ECO:0000269|PubMed:20944749, ECO:0000269|PubMed:32238926}.; FUNCTION: [Caspase-activated pannexin-1]: During apoptosis, the C terminal tail is cleaved by caspases, which opens the main pore acting as a large-pore ATP efflux channel with a broad distribution, which allows the regulated release of molecules and ions smaller than 1 kDa, such as nucleotides ATP and UTP, and selective plasma membrane permeability to attract phagocytes that engulf the dying cells. {ECO:0000269|PubMed:20944749, ECO:0000269|PubMed:32238926, ECO:0000269|PubMed:32494015}.",,,actin filament binding [GO:0051015]; ATP transmembrane transporter activity [GO:0005347]; calcium channel activity [GO:0005262]; gap junction channel activity [GO:0005243]; identical protein binding [GO:0042802]; leak channel activity [GO:0022840]; monoatomic anion channel activity [GO:0005253]; protease binding [GO:0002020]; scaffold protein binding [GO:0097110]; signaling receptor binding [GO:0005102]; structural molecule activity [GO:0005198]; transmembrane transporter binding [GO:0044325]; wide pore channel activity [GO:0022829],"DISEASE: Oocyte/zygote/embryo maturation arrest 7 (OZEMA7) [MIM:618550]: An autosomal dominant infertility disorder due to oocyte degeneration and death, which may occur before or after fertilization. {ECO:0000269|PubMed:20829356, ECO:0000269|PubMed:30918116}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL3779756;
