Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
LARS1,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",KIAA1352 LARS,"FUNCTION: Aminoacyl-tRNA synthetase that catalyzes the specific attachment of leucine to its cognate tRNA (tRNA(Leu)) (PubMed:25051973, PubMed:32232361). It performs tRNA aminoacylation in a two-step reaction: Leu is initially activated by ATP to form a leucyl-adenylate (Leu-AMP) intermediate; then the leucyl moiety is transferred to the acceptor 3' end of the tRNA to yield leucyl-tRNA (PubMed:25051973). To improve the fidelity of catalytic reactions, it is also able to hydrolyze misactivated aminoacyl-adenylate intermediates (pre-transfer editing) and mischarged aminoacyl-tRNAs (post-transfer editing) (PubMed:25051973). {ECO:0000269|PubMed:19426743, ECO:0000269|PubMed:25051973, ECO:0000269|PubMed:32232361}.",,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; GTPase activator activity [GO:0005096]; leucine-tRNA ligase activity [GO:0004823],"DISEASE: Infantile liver failure syndrome 1 (ILFS1) [MIM:615438]: A life-threatening disorder of hepatic function that manifests with acute liver failure in the first few months of life. Clinical features include anemia, renal tubulopathy, developmental delay, seizures, failure to thrive, and liver steatosis and fibrosis. {ECO:0000269|PubMed:22607940}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL3258;
LARS1,P54136,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",RARS,"FUNCTION: Forms part of a macromolecular complex that catalyzes the attachment of specific amino acids to cognate tRNAs during protein synthesis (PubMed:25288775). Modulates the secretion of AIMP1 and may be involved in generation of the inflammatory cytokine EMAP2 from AIMP1 (PubMed:17443684). {ECO:0000269|PubMed:17443684, ECO:0000269|PubMed:25288775}.",,,arginine binding [GO:0034618]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; tRNA binding [GO:0000049],"DISEASE: Leukodystrophy, hypomyelinating, 9 (HLD9) [MIM:616140]: An autosomal recessive neurodegenerative disorder characterized by delayed psychomotor development, severe spasticity, nystagmus, and ataxia associated with diffuse hypomyelination apparent on brain MRI. {ECO:0000269|PubMed:24777941}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL2824;
LARS1,O43324,Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18),AIMP3 P18,FUNCTION: Positive modulator of ATM response to DNA damage. {ECO:0000250|UniProtKB:Q9D1M4}.,,,,,
LARS1,P41252,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",IARS,FUNCTION: Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA. {ECO:0000269|PubMed:8052601}.,,,aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; GTPase binding [GO:0051020]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049],"DISEASE: Growth retardation, impaired intellectual development, hypotonia, and hepatopathy (GRIDHH) [MIM:617093]: An autosomal recessive disorder characterized by severe growth retardation with prenatal onset, intellectual disability, muscular hypotonia, and hepatic dysfunction. {ECO:0000269|PubMed:27426735}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL3235;
LARS1,P14868,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)",DARS,FUNCTION: Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA. {ECO:0000250|UniProtKB:P15178}.,,,aminoacylase activity [GO:0004046]; aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; RNA binding [GO:0003723],"DISEASE: Hypomyelination with brainstem and spinal cord involvement and leg spasticity (HBSL) [MIM:615281]: An autosomal recessive leukoencephalopathy characterized by onset in the first year of life of severe spasticity, mainly affecting the lower limbs and resulting in an inability to achieve independent ambulation. Affected individuals show delayed motor development and nystagmus; some may have mild intellectual disability. Brain MRI shows hypomyelination and white matter lesions in the cerebrum, brainstem, cerebellum, and spinal cord. {ECO:0000269|PubMed:23643384}. Note=The disease is caused by variants affecting the gene represented in this entry.",
LARS1,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],EMAP2 SCYE1,"FUNCTION: Non-catalytic component of the multisynthase complex. Stimulates the catalytic activity of cytoplasmic arginyl-tRNA synthase (PubMed:10358004). Binds tRNA. Possesses inflammatory cytokine activity (PubMed:11306575). Negatively regulates TGF-beta signaling through stabilization of SMURF2 by binding to SMURF2 and inhibiting its SMAD7-mediated degradation (By similarity). Involved in glucose homeostasis through induction of glucagon secretion at low glucose levels (By similarity). Promotes dermal fibroblast proliferation and wound repair (PubMed:16472771). Regulates KDELR1-mediated retention of HSP90B1/gp96 in the endoplasmic reticulum (By similarity). Plays a role in angiogenesis by inducing endothelial cell migration at low concentrations and endothelian cell apoptosis at high concentrations (PubMed:12237313). Induces maturation of dendritic cells and monocyte cell adhesion (PubMed:11818442). Modulates endothelial cell responses by degrading HIF-1A through interaction with PSMA7 (PubMed:19362550). {ECO:0000250|UniProtKB:P31230, ECO:0000269|PubMed:10358004, ECO:0000269|PubMed:11157763, ECO:0000269|PubMed:11306575, ECO:0000269|PubMed:11818442, ECO:0000269|PubMed:12237313, ECO:0000269|PubMed:19362550}.",,,cytokine activity [GO:0005125]; GTPase binding [GO:0051020]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049],"DISEASE: Leukodystrophy, hypomyelinating, 3 (HLD3) [MIM:260600]: A severe autosomal recessive hypomyelinating leukodystrophy characterized by early infantile onset of global developmental delay, lack of development, lack of speech acquisition, and peripheral spasticity associated with decreased myelination in the central nervous system. {ECO:0000269|PubMed:21092922}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL4295810;
LARS1,Q9NQL2,Ras-related GTP-binding protein D (Rag D) (RagD) (EC 3.6.5.-),,"FUNCTION: Guanine nucleotide-binding protein that plays a crucial role in the cellular response to amino acid availability through regulation of the mTORC1 signaling cascade (PubMed:20381137, PubMed:24095279, PubMed:34607910). Forms heterodimeric Rag complexes with RagA/RRAGA or RagB/RRAGB and cycles between an inactive GTP-bound and an active GDP-bound form: RagD/RRAGD is in its active form when GDP-bound RagD/RRAGD forms a complex with GTP-bound RagA/RRAGA (or RagB/RRAGB) and in an inactive form when GTP-bound RagD/RRAGD heterodimerizes with GDP-bound RagA/RRAGA (or RagB/RRAGB) (PubMed:24095279). In its active form, promotes the recruitment of mTORC1 to the lysosomes and its subsequent activation by the GTPase RHEB (PubMed:20381137, PubMed:24095279). This is a crucial step in the activation of the MTOR signaling cascade by amino acids (PubMed:20381137, PubMed:24095279). Also plays a central role in the non-canonical mTORC1 complex, which acts independently of RHEB and specifically mediates phosphorylation of MiT/TFE factors TFEB and TFE3: GDP-bound RagD/RRAGD mediates recruitment of MiT/TFE factors TFEB and TFE3 (PubMed:32612235). {ECO:0000269|PubMed:20381137, ECO:0000269|PubMed:24095279, ECO:0000269|PubMed:32612235, ECO:0000269|PubMed:34607910}.",,,GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; GTPase binding [GO:0051020]; membrane scission GTPase motor activity [GO:1990606]; molecular adaptor activity [GO:0060090]; protein heterodimerization activity [GO:0046982],"DISEASE: Hypomagnesemia 7, renal, with or without dilated cardiomyopathy (HOMG7) [MIM:620152]: An autosomal dominant renal disease characterized by hypomagnesemia, hypokalemia, salt wasting, and nephrocalcinosis. A subset of patients develop severe dilated cardiomyopathy. {ECO:0000269|PubMed:18497260, ECO:0000269|PubMed:34607910}. Note=The disease is caused by variants affecting the gene represented in this entry.",
LARS1,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),JTV1,"FUNCTION: Required for assembly and stability of the aminoacyl-tRNA synthase complex (PubMed:19131329). Mediates ubiquitination and degradation of FUBP1, a transcriptional activator of MYC, leading to MYC down-regulation which is required for aveolar type II cell differentiation. Blocks MDM2-mediated ubiquitination and degradation of p53/TP53. Functions as a proapoptotic factor. {ECO:0000269|PubMed:16135753, ECO:0000269|PubMed:19131329}.",,,molecular adaptor activity [GO:0060090],"DISEASE: Leukodystrophy, hypomyelinating, 17 (HLD17) [MIM:618006]: An autosomal recessive neurodevelopmental disorder characterized by atrophy of cerebral cortex, spinal cord and cerebellum, thin corpus callosum, abnormal signals in the basal ganglia, and features suggesting hypo- or demyelination observed on brain imaging. Clinical manifestations include lack of development, absent speech, microcephaly, spasticity, seizures, and contractures. {ECO:0000269|PubMed:29215095}. Note=The disease may be caused by variants affecting the gene represented in this entry.",CHEMBL4523285;
LARS1,P56192,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",MARS,"FUNCTION: Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA (PubMed:11714285). Plays a role in the synthesis of ribosomal RNA in the nucleolus (PubMed:10791971). {ECO:0000269|PubMed:10791971, ECO:0000269|PubMed:11714285, ECO:0000269|PubMed:33909043}.",,,ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049],"DISEASE: Interstitial lung and liver disease (ILLD) [MIM:615486]: An autosomal recessive, life-threatening disorder characterized by respiratory insufficiency and progressive liver disease with onset in infancy or early childhood. Clinical features include failure to thrive, hypotonia, intermittent lactic acidosis, aminoaciduria, hypothyroidism, interstitial lung disease, pulmonary alveolar proteinosis, anemia, and liver canalicular cholestasis, steatosis, and iron deposition. {ECO:0000269|PubMed:24103465, ECO:0000269|PubMed:25913036}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Charcot-Marie-Tooth disease, axonal, 2U (CMT2U) [MIM:616280]: An axonal form of Charcot-Marie-Tooth disease, a disorder of the peripheral nervous system, characterized by progressive weakness and atrophy, initially of the peroneal muscles and later of the distal muscles of the arms. Charcot-Marie-Tooth disease is classified in two main groups on the basis of electrophysiologic properties and histopathology: primary peripheral demyelinating neuropathies (designated CMT1 when they are dominantly inherited) and primary peripheral axonal neuropathies (CMT2). Neuropathies of the CMT2 group are characterized by signs of axonal degeneration in the absence of obvious myelin alterations, normal or slightly reduced nerve conduction velocities, and progressive distal muscle weakness and atrophy. CMT2U is a slowly progressive, autosomal dominant form characterized by late-adult onset. {ECO:0000269|PubMed:23729695, ECO:0000269|PubMed:24354524}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Trichothiodystrophy 9, non-photosensitive (TTD9) [MIM:619692]: A form of trichothiodystrophy, a disease characterized by sulfur-deficient brittle hair and multisystem variable abnormalities. The spectrum of clinical features varies from mild disease with only hair involvement to severe disease with cutaneous, neurologic and profound developmental defects. Ichthyosis, intellectual and developmental disabilities, decreased fertility, abnormal characteristics at birth, ocular abnormalities, short stature, and infections are common manifestations. There are both photosensitive and non-photosensitive forms of the disorder. TTD9 is an autosomal recessive, non-photosensitive form characterized by brittle hair and nails, scaly skin, accompanied by failure to thrive, microcephaly, and neuromotor developmental delay. {ECO:0000269|PubMed:33909043}. Note=The disease may be caused by variants affecting the gene represented in this entry.; DISEASE: Spastic paraplegia 70, autosomal recessive (SPG70) [MIM:620323]: A form of spastic paraplegia, a neurodegenerative disorder characterized by a slow, gradual, progressive weakness and spasticity of the lower limbs. Rate of progression and the severity of symptoms are quite variable. Initial symptoms may include difficulty with balance, weakness and stiffness in the legs, muscle spasms, and dragging the toes when walking. In some forms of the disorder, bladder symptoms (such as incontinence) may appear, or the weakness and stiffness may spread to other parts of the body. SPG70 features may also include global developmental delay with variably impaired intellectual development, speech delay, feeding difficulties, and dysmorphic facial features. SPG70 is characterized by onset of symptoms in infancy. {ECO:0000269|PubMed:34585293}. Note=The disease may be caused by variants affecting the gene represented in this entry.",CHEMBL2870;
LARS1,P47897,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),QARS,"FUNCTION: Glutamine--tRNA ligase (PubMed:26869582). Plays a critical role in brain development (PubMed:24656866). {ECO:0000269|PubMed:24656866, ECO:0000269|PubMed:26869582}.",,,ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860],"DISEASE: Microcephaly, progressive, with seizures and cerebral and cerebellar atrophy (MSCCA) [MIM:615760]: A severe, autosomal recessive, neurodevelopmental and neurodegenerative disorder characterized by progressive microcephaly, severe seizures in infancy, atrophy of the cerebral cortex and cerebellar vermis, and mild atrophy of the cerebellar hemispheres, resulting in profoundly delayed development and hypotonia. {ECO:0000269|PubMed:24656866, ECO:0000269|PubMed:26869582}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL3054;
