Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
ABCC1,P33527,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),MRP MRP1,"FUNCTION: Mediates export of organic anions and drugs from the cytoplasm (PubMed:10064732, PubMed:11114332, PubMed:16230346, PubMed:7961706, PubMed:9281595). Mediates ATP-dependent transport of glutathione and glutathione conjugates, leukotriene C4, estradiol-17-beta-o-glucuronide, methotrexate, antiviral drugs and other xenobiotics (PubMed:10064732, PubMed:11114332, PubMed:16230346, PubMed:7961706, PubMed:9281595). Confers resistance to anticancer drugs by decreasing accumulation of drug in cells, and by mediating ATP- and GSH-dependent drug export (PubMed:9281595). Hydrolyzes ATP with low efficiency (PubMed:16230346). Catalyzes the export of sphingosine 1-phosphate from mast cells independently of their degranulation (PubMed:17050692). Participates in inflammatory response by allowing export of leukotriene C4 from leukotriene C4-synthesizing cells (By similarity). Mediates ATP-dependent, GSH-independent cyclic GMP-AMP (cGAMP) export (PubMed:36070769). Thus, by limiting intracellular cGAMP concentrations negatively regulates the cGAS-STING pathway (PubMed:36070769). Exports S-geranylgeranyl-glutathione (GGG) in lymphoid cells and stromal compartments of lymphoid organs. ABCC1 (via extracellular transport) with GGT5 (via GGG catabolism) establish GGG gradients within lymphoid tissues to position P2RY8-positive lymphocytes at germinal centers in lymphoid follicles and restrict their chemotactic transmigration from blood vessels to the bone marrow parenchyma (By similarity). Mediates basolateral export of GSH-conjugated R- and S-prostaglandin A2 diastereomers in polarized epithelial cells (PubMed:9426231). {ECO:0000250|UniProtKB:O35379, ECO:0000269|PubMed:10064732, ECO:0000269|PubMed:11114332, ECO:0000269|PubMed:16230346, ECO:0000269|PubMed:17050692, ECO:0000269|PubMed:36070769, ECO:0000269|PubMed:7961706, ECO:0000269|PubMed:9281595, ECO:0000269|PubMed:9426231}.",,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type vitamin B12 transporter activity [GO:0015420]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carboxylic acid transmembrane transporter activity [GO:0046943]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; sphingolipid transporter activity [GO:0046624]; xenobiotic transmembrane transporter activity [GO:0042910],"DISEASE: Deafness, autosomal dominant, 77 (DFNA77) [MIM:618915]: A form of non-syndromic deafness characterized by adult onset of bilateral, postlingual, mild-to-severe sensorineural hearing loss. Sensorineural hearing loss results from damage to the neural receptors of the inner ear, the nerve pathways to the brain, or the area of the brain that receives sound information. {ECO:0000269|PubMed:31273342}. Note=The gene represented in this entry is involved in disease pathogenesis.",CHEMBL3004;
ABCC1,A0A0A0MS99,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter),,,,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,
ABCC1,I3L4X2,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter),,,,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,
ABCC1,Q86VZ1,S-geranylgeranyl-glutathione receptor P2RY8 (P2Y purinoceptor 8) (P2Y8),,"FUNCTION: G protein-coupled receptor for S-geranylgeranyl-glutathione (GGG), an endogenous metabolite present in lymphoid tissues. Couples the binding of GGG to the activation of GNA13 and downstream repression of AKT activation in lymphocytes defining their positioning and growth within lymphoid organs (PubMed:25274307, PubMed:30842656, PubMed:34088745). In lymphoid follicles, confines B cells and follicular helper T cells in germinal centers (GCs) in response to GGG local gradients established by GGT5 (via GGG catabolism) and ABCC1 (via extracellular transport) with lower concentrations of GGG found in the follicular dendritic cell network region around which germinal centers are formed (PubMed:25274307, PubMed:30842656, PubMed:34088745). In the bone marrow, also in response to GGG gradients established by GGT5 and ABCC1, it restricts chemotactic transmigration of B cells, T cells and NK cells from blood vessels to the bone marrow parenchyma (PubMed:30842656, PubMed:34088745). Contributes to GNA13-dependent pathway that suppresses GC B cell growth (PubMed:25274307). {ECO:0000269|PubMed:25274307, ECO:0000269|PubMed:30842656, ECO:0000269|PubMed:34088745}.",,,G protein-coupled purinergic nucleotide receptor activity [GO:0045028]; G protein-coupled receptor activity [GO:0004930],,CHEMBL4523886;
ABCC1,P36269,Glutathione hydrolase 5 proenzyme (EC 3.4.19.13) (Gamma-glutamyl transpeptidase-related enzyme) (GGT-rel) (Gamma-glutamyltransferase 5) (GGT 5) (EC 2.3.2.2) (Gamma-glutamyltransferase-like activity 1) (Gamma-glutamyltranspeptidase 5) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) [Cleaved into: Glutathione hydrolase 5 heavy chain; Glutathione hydrolase 5 light chain],GGTLA1,"FUNCTION: Cleaves the gamma-glutamyl bond of extracellular glutathione tripeptide (gamma-Glu-Cys-Gly) and certain glutathione conjugates (PubMed:1676842, PubMed:21447318). Hydrolyzes glutathione releasing L-Glu and Cys-Gly dipeptide which is further metabolized to maintain extracellular cysteine levels but also to provide cysteine necessary for intracellular glutathione synthesis (PubMed:1676842, PubMed:21447318). Among glutathione-S-conjugates metabolizes leukotriene C4 (LTC4) and S-geranylgeranyl-glutathione (GGG), but is inactive toward gamma-glutamyl leucine. Converts extracellular LTC4 to LTD4 during acute inflammatory response. Acts as a negative regulator of GGG bioactivity. GGT5 (via GGG catabolism) and ABCC1 (via extracellular transport) establish GGG gradients within lymphoid tissues to position P2RY8-positive lymphocytes at germinal centers in lymphoid follicles and restrict their chemotactic transmigration from blood vessels to bone marrow parenchyma (By similarity). The transpeptidation reaction, i.e. the transfer of gamma-glutamyl moiety to an acceptor molecule to yield a new gamma-glutamyl compound requires high concentration of dipeptide acceptor and is considered nonphysiological (PubMed:21447318, PubMed:29667297). {ECO:0000250|UniProtKB:Q9Z2A9, ECO:0000269|PubMed:1676842, ECO:0000269|PubMed:21447318, ECO:0000303|PubMed:29667297}.","ACT_SITE 388; /note=""Nucleophile""; /evidence=""ECO:0000250|UniProtKB:P19440""",PATHWAY: Sulfur metabolism; glutathione metabolism. {ECO:0000269|PubMed:21447318}.; PATHWAY: Lipid metabolism; leukotriene D4 biosynthesis. {ECO:0000269|PubMed:21447318}.,glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]; leukotriene-C(4) hydrolase [GO:0002951]; peptidyltransferase activity [GO:0000048],,
ABCC1,Q15155,BOS complex subunit NOMO1 (Nodal modulator 1) (pM5 protein),PM5,"FUNCTION: Component of the multi-pass translocon (MPT) complex that mediates insertion of multi-pass membrane proteins into the lipid bilayer of membranes (PubMed:32820719, PubMed:36261522). The MPT complex takes over after the SEC61 complex: following membrane insertion of the first few transmembrane segments of proteins by the SEC61 complex, the MPT complex occludes the lateral gate of the SEC61 complex to promote insertion of subsequent transmembrane regions (PubMed:36261522). {ECO:0000269|PubMed:32820719, ECO:0000269|PubMed:36261522}.",,,carbohydrate binding [GO:0030246]; ribosome binding [GO:0043022],,
ABCC1,O15440,ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP) (pABC11),MRP5,"FUNCTION: ATP-dependent transporter of the ATP-binding cassette (ABC) family that actively extrudes physiological compounds, and xenobiotics from cells. Mediates ATP-dependent transport of endogenous metabolites such as cAMP and cGMP, folic acid and N-lactoyl-amino acids (in vitro) (PubMed:10893247, PubMed:12637526, PubMed:12695538, PubMed:15899835, PubMed:17229149, PubMed:25964343). Acts also as a general glutamate conjugate and analog transporter that can limit the brain levels of endogenous metabolites, drugs, and toxins (PubMed:26515061). Confers resistance to the antiviral agent PMEA (PubMed:12695538). Able to transport several anticancer drugs including methotrexate, and nucleotide analogs in vitro, however it does with low affinity, thus the exact role of ABCC5 in mediating resistance still needs to be elucidated (PubMed:10840050, PubMed:12435799, PubMed:12695538, PubMed:15899835). Acts as a heme transporter required for the translocation of cytosolic heme to the secretory pathway (PubMed:24836561). May play a role in energy metabolism by regulating the glucagon-like peptide 1 (GLP-1) secretion from enteroendocrine cells (By similarity). {ECO:0000250|UniProtKB:Q9R1X5, ECO:0000269|PubMed:10840050, ECO:0000269|PubMed:10893247, ECO:0000269|PubMed:12435799, ECO:0000269|PubMed:12637526, ECO:0000269|PubMed:12695538, ECO:0000269|PubMed:15899835, ECO:0000269|PubMed:17229149, ECO:0000269|PubMed:24836561, ECO:0000269|PubMed:25964343, ECO:0000269|PubMed:26515061}.",,,ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carbohydrate derivative transmembrane transporter activity [GO:1901505]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; heme transmembrane transporter activity [GO:0015232]; macromolecule transmembrane transporter activity [GO:0022884]; organic anion transmembrane transporter activity [GO:0008514]; purine nucleotide transmembrane transporter activity [GO:0015216]; xenobiotic transmembrane transporter activity [GO:0042910],,CHEMBL2046258;
ABCC1,Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338),ABCP BCRP BCRP1 MXR,"FUNCTION: Broad substrate specificity ATP-dependent transporter of the ATP-binding cassette (ABC) family that actively extrudes a wide variety of physiological compounds, dietary toxins and xenobiotics from cells (PubMed:11306452, PubMed:12958161, PubMed:19506252, PubMed:20705604, PubMed:28554189, PubMed:30405239, PubMed:31003562). Involved in porphyrin homeostasis, mediating the export of protoporphyrin IX (PPIX) from both mitochondria to cytosol and cytosol to extracellular space, it also functions in the cellular export of heme (PubMed:20705604, PubMed:23189181). Also mediates the efflux of sphingosine-1-P from cells (PubMed:20110355). Acts as a urate exporter functioning in both renal and extrarenal urate excretion (PubMed:19506252, PubMed:20368174, PubMed:22132962, PubMed:31003562, PubMed:36749388). In kidney, it also functions as a physiological exporter of the uremic toxin indoxyl sulfate (By similarity). Also involved in the excretion of steroids like estrone 3-sulfate/E1S, 3beta-sulfooxy-androst-5-en-17-one/DHEAS, and other sulfate conjugates (PubMed:12682043, PubMed:28554189, PubMed:30405239). Mediates the secretion of the riboflavin and biotin vitamins into milk (By similarity). Extrudes pheophorbide a, a phototoxic porphyrin catabolite of chlorophyll, reducing its bioavailability (By similarity). Plays an important role in the exclusion of xenobiotics from the brain (Probable). It confers to cells a resistance to multiple drugs and other xenobiotics including mitoxantrone, pheophorbide, camptothecin, methotrexate, azidothymidine, and the anthracyclines daunorubicin and doxorubicin, through the control of their efflux (PubMed:11306452, PubMed:12477054, PubMed:15670731, PubMed:18056989, PubMed:31254042). In placenta, it limits the penetration of drugs from the maternal plasma into the fetus (By similarity). May play a role in early stem cell self-renewal by blocking differentiation (By similarity). {ECO:0000250|UniProtKB:Q7TMS5, ECO:0000269|PubMed:11306452, ECO:0000269|PubMed:12477054, ECO:0000269|PubMed:12682043, ECO:0000269|PubMed:12958161, ECO:0000269|PubMed:15670731, ECO:0000269|PubMed:18056989, ECO:0000269|PubMed:19506252, ECO:0000269|PubMed:20110355, ECO:0000269|PubMed:20368174, ECO:0000269|PubMed:20705604, ECO:0000269|PubMed:22132962, ECO:0000269|PubMed:23189181, ECO:0000269|PubMed:28554189, ECO:0000269|PubMed:30405239, ECO:0000269|PubMed:31003562, ECO:0000269|PubMed:31254042, ECO:0000305|PubMed:12958161}.",,,ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; biotin transmembrane transporter activity [GO:0015225]; efflux transmembrane transporter activity [GO:0015562]; identical protein binding [GO:0042802]; organic anion transmembrane transporter activity [GO:0008514]; protein homodimerization activity [GO:0042803]; riboflavin transmembrane transporter activity [GO:0032217]; sphingolipid transporter activity [GO:0046624]; urate transmembrane transporter activity [GO:0015143]; xenobiotic transmembrane transporter activity [GO:0042910],,CHEMBL5393;
ABCC1,A0A7I2V2E0,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter),,,,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,
ABCC1,A0A7I2V4C6,ABC-type glutathione-S-conjugate transporter (EC 7.6.2.3),,,,,ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,
