Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
EDN1,P05305,Endothelin-1 (Preproendothelin-1) (PPET1) [Cleaved into: Endothelin-1 (ET-1); Big endothelin-1],,"FUNCTION: Endothelins are endothelium-derived vasoconstrictor peptides (By similarity). Probable ligand for G-protein coupled receptors EDNRA and EDNRB which activates PTK2B, BCAR1, BCAR3 and, GTPases RAP1 and RHOA cascade in glomerular mesangial cells (PubMed:19086031). Also binds the DEAR/FBXW7-AS1 receptor (PubMed:17446437). Promotes mesenteric arterial wall remodeling via activation of ROCK signaling and subsequent colocalization of NFATC3 with F-actin filaments (By similarity). NFATC3 then translocates to the nucleus where it subsequently promotes the transcription of the smooth muscle hypertrophy and differentiation marker ACTA2 (By similarity). {ECO:0000250|UniProtKB:P09558, ECO:0000250|UniProtKB:P22387, ECO:0000269|PubMed:17446437, ECO:0000269|PubMed:19086031}.",,,cytokine activity [GO:0005125]; endothelin A receptor binding [GO:0031707]; endothelin B receptor binding [GO:0031708]; hormone activity [GO:0005179],"DISEASE: Question mark ears, isolated (QME) [MIM:612798]: An auricular abnormality characterized by a cleft between the lobule and the lower part of the helix, sometimes accompanied by a prominent or deficient upper part of the helix, shallow skin dimple on the posterior surface of the ear, or transposition of the ear lobe/antitragus. {ECO:0000269|PubMed:24268655}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Auriculocondylar syndrome 3 (ARCND3) [MIM:615706]: An autosomal recessive form of auriculocondylar syndrome, a craniofacial malformation syndrome characterized by variable mandibular anomalies, including mild to severe micrognathia, temporomandibular joint ankylosis, cleft palate, and a characteristic ear malformation that consists of separation of the lobule from the external ear, giving the appearance of a question mark (question-mark ear). Other frequently described features include prominent cheeks, cupped and posteriorly rotated ears, preauricular tags, and microstomia. Glossoptosis, masticatory abnormalities, orthodontic problems, and malocclusion occur in a majority of affected subjects. {ECO:0000269|PubMed:24268655}. Note=The disease is caused by variants affecting the gene represented in this entry.",
EDN1,Q6FH53,Endothelin-1,,"FUNCTION: Endothelins are endothelium-derived vasoconstrictor peptides. Probable ligand for G-protein coupled receptors EDNRA and EDNRB which activates PTK2B, BCAR1, BCAR3 and, GTPases RAP1 and RHOA cascade in glomerular mesangial cells. Also binds the DEAR/FBXW7-AS1 receptor. Promotes mesenteric arterial wall remodeling via activation of ROCK signaling and subsequent colocalization of NFATC3 with F-actin filaments. NFATC3 then translocates to the nucleus where it subsequently promotes the transcription of the smooth muscle hypertrophy and differentiation marker ACTA2. {ECO:0000256|ARBA:ARBA00046081}.",,,endothelin A receptor binding [GO:0031707]; endothelin B receptor binding [GO:0031708]; receptor ligand activity [GO:0048018],,
EDN1,P61962,DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog),HAN11 WDR68,"FUNCTION: Involved in craniofacial development. Acts upstream of the EDN1 pathway and is required for formation of the upper jaw equivalent, the palatoquadrate. The activity required for EDN1 pathway function differs between the first and second arches (By similarity). Associates with DIAPH1 and controls GLI1 transcriptional activity. Could be involved in normal and disease skin development. May function as a substrate receptor for CUL4-DDB1 E3 ubiquitin-protein ligase complex. {ECO:0000250, ECO:0000269|PubMed:16887337, ECO:0000269|PubMed:16949367}.",,PATHWAY: Protein modification; protein ubiquitination.,protein-macromolecule adaptor activity [GO:0030674],,
EDN1,Q7Z5H3,Rho GTPase-activating protein 22 (Rho-type GTPase-activating protein 22),RHOGAP2,"FUNCTION: Rho GTPase-activating protein involved in the signal transduction pathway that regulates endothelial cell capillary tube formation during angiogenesis. Acts as a GTPase activator for the RAC1 by converting it to an inactive GDP-bound state. Inhibits RAC1-dependent lamellipodia formation. May also play a role in transcription regulation via its interaction with VEZF1, by regulating activity of the endothelin-1 (EDN1) promoter (By similarity). {ECO:0000250}.",,,GTPase activator activity [GO:0005096],,
EDN1,Q12968,"Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4) (NF-AT4c)",NFAT4,"FUNCTION: Acts as a regulator of transcriptional activation. Binds to the TNFSF11/RANKL promoter region and promotes TNFSF11 transcription (By similarity). Binding to the TNFSF11 promoter region is increased by high levels of Ca(2+) which induce NFATC3 expression and may lead to regulation of TNFSF11 expression in osteoblasts (By similarity). Plays a role in promoting mesenteric arterial wall remodeling in response to the intermittent hypoxia-induced increase in EDN1 and ROCK signaling (By similarity). As a result NFATC3 colocalizes with F-actin filaments, translocates to the nucleus and promotes transcription of the smooth muscle hypertrophy and differentiation marker ACTA2 (By similarity). Promotes lipopolysaccharide-induced apoptosis and hypertrophy in cardiomyocytes (By similarity). Following JAK/STAT signaling activation and as part of a complex with NFATC4 and STAT3, binds to the alpha-beta E4 promoter region of CRYAB and activates transcription in cardiomyocytes (By similarity). In conjunction with NFATC4, involved in embryonic heart development via maintenance of cardiomyocyte survival, proliferation and differentiation (By similarity). Plays a role in the inducible expression of cytokine genes in T-cells, especially in the induction of the IL-2 (PubMed:18815128). Required for thymocyte maturation during DN3 to DN4 transition and during positive selection (By similarity). Positively regulates macrophage-derived polymicrobial clearance, via binding to the promoter region and promoting transcription of NOS2 resulting in subsequent generation of nitric oxide (By similarity). Involved in Ca(2+)-mediated transcriptional responses upon Ca(2+) influx via ORAI1 CRAC channels. {ECO:0000250|UniProtKB:A0A0G2JTY4, ECO:0000250|UniProtKB:P97305, ECO:0000269|PubMed:18815128, ECO:0000269|PubMed:32415068}.",,,"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]",,
EDN1,P23276,Kell blood group glycoprotein (EC 3.4.24.-) (CD antigen CD238),,"FUNCTION: Zinc endopeptidase with endothelin-3-converting enzyme activity. Cleaves EDN1, EDN2 and EDN3, with a marked preference for EDN3. {ECO:0000269|PubMed:10438732}.","ACT_SITE 582; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01233""; ACT_SITE 638; /note=""Proton donor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01233""",,metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222],,
EDN1,O75815,Breast cancer anti-estrogen resistance protein 3 (Novel SH2-containing protein 2) (SH2 domain-containing protein 3B),NSP2 SH2D3B,"FUNCTION: Acts as an adapter protein downstream of several growth factor receptors to promote cell proliferation, migration, and redistribution of actin fibers (PubMed:24216110). Specifically involved in INS/insulin signaling pathway by mediating MAPK1/ERK2-MAPK3/ERK1 activation and DNA synthesis (PubMed:24216110). Promotes insulin-mediated membrane ruffling (By similarity). In response to vasoconstrictor peptide EDN1, involved in the activation of RAP1 downstream of PTK2B via interaction with phosphorylated BCAR1 (PubMed:19086031). Inhibits cell migration and invasion via regulation of TGFB-mediated matrix digestion, actin filament rearrangement, and inhibition of invadopodia activity (By similarity). May inhibit TGFB-SMAD signaling, via facilitating BCAR1 and SMAD2 and/or SMAD3 interaction (By similarity). Regulates EGF-induced DNA synthesis (PubMed:18722344). Required for the maintenance of ocular lens morphology and structural integrity, potentially via regulation of focal adhesion complex signaling (By similarity). Acts upstream of PTPRA to regulate the localization of BCAR1 and PTPRA to focal adhesions, via regulation of SRC-mediated phosphorylation of PTPRA (By similarity). Positively regulates integrin-induced tyrosine phosphorylation of BCAR1 (By similarity). Acts as a guanine nucleotide exchange factor (GEF) for small GTPases RALA, RAP1A and RRAS (By similarity). However, in a contrasting study, lacks GEF activity towards RAP1 (PubMed:22081014). {ECO:0000250|UniProtKB:D3ZAZ5, ECO:0000250|UniProtKB:Q9QZK2, ECO:0000269|PubMed:18722344, ECO:0000269|PubMed:19086031, ECO:0000269|PubMed:22081014, ECO:0000269|PubMed:24216110}.",,,guanyl-nucleotide exchange factor activity [GO:0005085]; kinase binding [GO:0019900]; phosphotyrosine residue binding [GO:0001784],,
EDN1,Q08722,Leukocyte surface antigen CD47 (Antigenic surface determinant protein OA3) (Integrin-associated protein) (IAP) (Protein MER6) (CD antigen CD47),MER6,"FUNCTION: Adhesive protein that mediates cell-to-cell interactions (PubMed:11509594, PubMed:15383453). Acts as a receptor for thrombospondin THBS1 and as modulator of integrin signaling through the activation of heterotrimeric G proteins (PubMed:19004835, PubMed:7691831, PubMed:8550562). Involved in signal transduction, cardiovascular homeostasis, inflammation, apoptosis, angiogenesis, cellular self-renewal, and immunoregulation (PubMed:11509594, PubMed:15383453, PubMed:19004835, PubMed:27742621, PubMed:32679764, PubMed:7691831, PubMed:8550562). Plays a role in modulating pulmonary endothelin EDN1 signaling (PubMed:27742621). Modulates nitrous oxide (NO) signaling, in response to THBS1, hence playing a role as a pressor agent, supporting blood pressure (By similarity). Plays an important role in memory formation and synaptic plasticity in the hippocampus (By similarity). Receptor for SIRPA, binding to which prevents maturation of immature dendritic cells and inhibits cytokine production by mature dendritic cells (PubMed:11509594). Interaction with SIRPG mediates cell-cell adhesion, enhances superantigen-dependent T-cell-mediated proliferation and costimulates T-cell activation (PubMed:15383453). Positively modulates FAS-dependent apoptosis in T-cells, perhaps by enhancing FAS clustering (By similarity). Plays a role in suppressing angiogenesis and may be involved in metabolic dysregulation during normal aging (PubMed:32679764). In response to THBS1, negatively modulates wound healing (By similarity). Inhibits stem cell self-renewal, in response to THBS1, probably by regulation of the stem cell transcription factors POU5F1/OCT4, SOX2, MYC/c-Myc and KLF4 (By similarity). May play a role in membrane transport and/or integrin dependent signal transduction (PubMed:7691831). May prevent premature elimination of red blood cells (By similarity). {ECO:0000250|UniProtKB:P97829, ECO:0000250|UniProtKB:Q61735, ECO:0000269|PubMed:11509594, ECO:0000269|PubMed:15383453, ECO:0000269|PubMed:19004835, ECO:0000269|PubMed:27742621, ECO:0000269|PubMed:32679764, ECO:0000269|PubMed:7691831, ECO:0000269|PubMed:8550562}.",,,cell-cell adhesion mediator activity [GO:0098632]; fibrinogen binding [GO:0070051]; protein binding involved in heterotypic cell-cell adhesion [GO:0086080]; thrombospondin receptor activity [GO:0070053],,CHEMBL3714583;
EDN1,P25101,Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR),ETA ETRA,FUNCTION: Receptor for endothelin-1. Mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system. The rank order of binding affinities for ET-A is: ET1 > ET2 >> ET3.,,,endothelin receptor activity [GO:0004962]; phosphatidylinositol phospholipase C activity [GO:0004435],"DISEASE: Mandibulofacial dysostosis with alopecia (MFDA) [MIM:616367]: A form of mandibulofacial dysostosis, a disorder characterized by malar and mandibular hypoplasia, typically associated with abnormalities of the ears and eyelids. MFDA features include maxillary dysmorphism with dysplastic zygomatic arch, hypoplastic mandible, scalp alopecia, scant eyebrows and eyelashes, severe hypoplasia or aplasia of eyelids, small cupped dysplastic ears, conductive hearing loss, cleft palate, dental anomalies, micrognathia, and limited jaw mobility. {ECO:0000269|PubMed:25772936}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL252;
EDN1,P24530,Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type),ETRB,"FUNCTION: Non-specific receptor for endothelin 1, 2, and 3. Mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system. {ECO:0000269|PubMed:7536888}.",,,endothelin receptor activity [GO:0004962]; peptide hormone binding [GO:0017046]; type 1 angiotensin receptor binding [GO:0031702],"DISEASE: Waardenburg syndrome 4A (WS4A) [MIM:277580]: A disorder characterized by the association of Waardenburg features (depigmentation and deafness) with the absence of enteric ganglia in the distal part of the intestine (Hirschsprung disease). {ECO:0000269|PubMed:12189494, ECO:0000269|PubMed:8634719}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Hirschsprung disease 2 (HSCR2) [MIM:600155]: A disorder of neural crest development characterized by absence of enteric ganglia along a variable length of the intestine. It is the most common cause of congenital intestinal obstruction. Early symptoms range from complete acute neonatal obstruction, characterized by vomiting, abdominal distention and failure to pass stool, to chronic constipation in the older child. {ECO:0000269|PubMed:11471546, ECO:0000269|PubMed:28236341, ECO:0000269|PubMed:8001158, ECO:0000269|PubMed:8630503, ECO:0000269|PubMed:8852660}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: ABCD syndrome (ABCDS) [MIM:600501]: An autosomal recessive syndrome characterized by albinism, black lock at temporal occipital region, bilateral deafness, aganglionosis of the large intestine and total absence of neurocytes and nerve fibers in the small intestine. {ECO:0000269|PubMed:11891690}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Heterozygous mutations in EDNRB may be responsible for Waardenburg syndrome 2, an autosomal dominant disorder characterized by sensorineural deafness and pigmentary disturbances. {ECO:0000269|PubMed:28236341}.",CHEMBL1785;
