Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
EPHA7,Q15375,Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11),EHK3 HEK11,"FUNCTION: Receptor tyrosine kinase which binds promiscuously GPI-anchored ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Among GPI-anchored ephrin-A ligands, EFNA5 is a cognate/functional ligand for EPHA7 and their interaction regulates brain development modulating cell-cell adhesion and repulsion. Has a repellent activity on axons and is for instance involved in the guidance of corticothalamic axons and in the proper topographic mapping of retinal axons to the colliculus. May also regulate brain development through a caspase(CASP3)-dependent proapoptotic activity. Forward signaling may result in activation of components of the ERK signaling pathway including MAP2K1, MAP2K2, MAPK1 and MAPK3 which are phosphorylated upon activation of EPHA7. {ECO:0000269|PubMed:17726105}.","ACT_SITE 758; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; axon guidance receptor activity [GO:0008046]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; chemorepellent activity [GO:0045499]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; growth factor binding [GO:0019838]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase activity [GO:0004713]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],,CHEMBL4602;
EPHA7,O00560,Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1),MDA9 SYCL,"FUNCTION: Multifunctional adapter protein involved in diverse array of functions including trafficking of transmembrane proteins, neuro and immunomodulation, exosome biogenesis, and tumorigenesis (PubMed:26291527). Positively regulates TGFB1-mediated SMAD2/3 activation and TGFB1-induced epithelial-to-mesenchymal transition (EMT) and cell migration in various cell types. May increase TGFB1 signaling by enhancing cell-surface expression of TGFR1 by preventing the interaction between TGFR1 and CAV1 and subsequent CAV1-dependent internalization and degradation of TGFR1 (PubMed:25893292). In concert with SDC1/4 and PDCD6IP, regulates exosome biogenesis (PubMed:22660413). Regulates migration, growth, proliferation, and cell cycle progression in a variety of cancer types (PubMed:26539120). In adherens junctions may function to couple syndecans to cytoskeletal proteins or signaling components. Seems to couple transcription factor SOX4 to the IL-5 receptor (IL5RA) (PubMed:11498591). May also play a role in vesicular trafficking (PubMed:11179419). Seems to be required for the targeting of TGFA to the cell surface in the early secretory pathway (PubMed:10230395). {ECO:0000269|PubMed:10230395, ECO:0000269|PubMed:11179419, ECO:0000269|PubMed:11498591, ECO:0000269|PubMed:22660413, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:26539120, ECO:0000303|PubMed:26291527}.",,,"cell adhesion molecule binding [GO:0050839]; cytoskeletal anchor activity [GO:0008093]; ephrin receptor binding [GO:0046875]; frizzled binding [GO:0005109]; growth factor binding [GO:0019838]; identical protein binding [GO:0042802]; interleukin-5 receptor binding [GO:0005137]; ionotropic glutamate receptor binding [GO:0035255]; neurexin family protein binding [GO:0042043]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein heterodimerization activity [GO:0046982]; protein sequestering activity [GO:0140311]; protein-containing complex binding [GO:0044877]; syndecan binding [GO:0045545]",,CHEMBL4739667;
EPHA7,P52803,Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7),EPLG7 LERK7,"FUNCTION: Cell surface GPI-bound ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Induces compartmentalized signaling within a caveolae-like membrane microdomain when bound to the extracellular domain of its cognate receptor. This signaling event requires the activity of the Fyn tyrosine kinase. Activates the EPHA3 receptor to regulate cell-cell adhesion and cytoskeletal organization. With the receptor EPHA2 may regulate lens fiber cells shape and interactions and be important for lens transparency maintenance. May function actively to stimulate axon fasciculation. The interaction of EFNA5 with EPHA5 also mediates communication between pancreatic islet cells to regulate glucose-stimulated insulin secretion. Cognate/functional ligand for EPHA7, their interaction regulates brain development modulating cell-cell adhesion and repulsion. {ECO:0000269|PubMed:10601038, ECO:0000269|PubMed:11870224}.",,,chemorepellent activity [GO:0045499]; ephrin receptor binding [GO:0046875]; neurotrophin TRKA receptor binding [GO:0005168]; neurotrophin TRKB receptor binding [GO:0005169]; neurotrophin TRKC receptor binding [GO:0005170]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297],,
EPHA7,P35453,Homeobox protein Hox-D13 (Homeobox protein Hox-4I),HOX4I,"FUNCTION: Sequence-specific transcription factor that binds gene promoters and activates their transcription (PubMed:24789103). Part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis (By similarity). {ECO:0000250|UniProtKB:P24344, ECO:0000269|PubMed:24789103}.",,,"chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]","DISEASE: Synpolydactyly 1 (SPD1) [MIM:186000]: Limb malformation that shows a characteristic manifestation in both hands and feet. This condition is inherited as an autosomal dominant trait with reduced penetrance. {ECO:0000269|PubMed:12414828, ECO:0000269|PubMed:16222680, ECO:0000269|PubMed:24789103, ECO:0000269|PubMed:26581570, ECO:0000269|PubMed:8817328}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Brachydactyly D (BDD) [MIM:113200]: A form of brachydactyly. Brachydactyly defines a group of inherited malformations characterized by shortening of the digits due to abnormal development of the phalanges and/or the metacarpals. Brachydactyly type D is characterized by short and broad terminal phalanges of the thumbs and big toes. {ECO:0000269|PubMed:12649808}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Syndactyly 5 (SDTY5) [MIM:186300]: A form of syndactyly, a congenital anomaly of the hand or foot marked by persistence of the webbing between adjacent digits that are more or less completely attached. The characteristic finding in SDTY5 is the presence of an associated metacarpal and metatarsal fusion. The metacarpals and metatarsals most commonly fused are the 4th and 5th or the 3rd and 4th. Soft tissue syndactyly usually affects the 3rd and 4th fingers and the 2nd and 3rd toes. {ECO:0000269|PubMed:17236141}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Brachydactyly-syndactyly syndrome (BDSD) [MIM:610713]: A disease characterized by generalized shortening of the hands and feet, broad and short distal phalanges of the thumbs, and cutaneous syndactyly of toes 2 and 3. The limb phenotypes observed in this syndrome overlap those of brachydactyly types A4, D, E and syndactyly type 1. {ECO:0000269|PubMed:17236141}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Brachydactyly E1 (BDE1) [MIM:113300]: A form of brachydactyly. Brachydactyly defines a group of inherited malformations characterized by shortening of the digits due to abnormal development of the phalanges and/or the metacarpals. Brachydactyly type E is characterized by shortening of the fingers mainly in the metacarpals and metatarsals. Wide variability in the number of digits affected occurs from person to person, even in the same family. Some individuals are moderately short of stature. Brachydactyly type E1 is characterized by shortening limited to fourth metacarpals and/or metatarsals. {ECO:0000269|PubMed:12649808, ECO:0000269|PubMed:24789103}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: VACTERL association (VACTERL) [MIM:192350]: VACTERL is an acronym for vertebral anomalies, anal atresia, congenital cardiac disease, tracheoesophageal fistula, renal anomalies, radial dysplasia, and other limb defects. {ECO:0000269|PubMed:19006232}. Note=The gene represented in this entry may be involved in disease pathogenesis.; DISEASE: Brachydactyly-syndactyly-oligodactyly syndrome (BDSDO) [MIM:610713]: A syndrome characterized by a complex brachydactyly-syndactyly-oligodactyly phenotype. Limb anomalies include reduced number of digits that are severely shortened, camptodactyly, syndactyly, absence of terminal phalanges of the thumbs, and absence of nails of the thumbs and toes. {ECO:0000269|PubMed:23995701}. Note=The disease is caused by variants affecting the gene represented in this entry.",
EPHA7,P20827,"Ephrin-A1 (EPH-related receptor tyrosine kinase ligand 1) (LERK-1) (Immediate early response protein B61) (Tumor necrosis factor alpha-induced protein 4) (TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form]",EPLG1 LERK1 TNFAIP4,"FUNCTION: Cell surface GPI-bound ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. Plays an important role in angiogenesis and tumor neovascularization. The recruitment of VAV2, VAV3 and PI3-kinase p85 subunit by phosphorylated EPHA2 is critical for EFNA1-induced RAC1 GTPase activation and vascular endothelial cell migration and assembly. Exerts anti-oncogenic effects in tumor cells through activation and down-regulation of EPHA2. Activates EPHA2 by inducing tyrosine phosphorylation which leads to its internalization and degradation. Acts as a negative regulator in the tumorigenesis of gliomas by down-regulating EPHA2 and FAK. Can evoke collapse of embryonic neuronal growth cone and regulates dendritic spine morphogenesis. {ECO:0000269|PubMed:17332925, ECO:0000269|PubMed:18794797}.",,,ephrin receptor binding [GO:0046875]; signaling receptor binding [GO:0005102],,
EPHA7,Q9Y3R0,Glutamate receptor-interacting protein 1 (GRIP-1),,"FUNCTION: May play a role as a localized scaffold for the assembly of a multiprotein signaling complex and as mediator of the trafficking of its binding partners at specific subcellular location in neurons (PubMed:10197531). Through complex formation with NSG1, GRIA2 and STX12 controls the intracellular fate of AMPAR and the endosomal sorting of the GRIA2 subunit toward recycling and membrane targeting (By similarity). {ECO:0000250|UniProtKB:P97879, ECO:0000269|PubMed:10197531}.",,,beta-catenin binding [GO:0008013]; signaling receptor complex adaptor activity [GO:0030159],"DISEASE: Fraser syndrome 3 (FRASRS3) [MIM:617667]: A form of Fraser syndrome, an autosomal recessive disorder characterized by cryptophthalmos, cutaneous syndactyly, and urogenital abnormalities including renal agenesis or hypoplasia. Additional features include abnormalities of the larynx, ear malformations, and facial abnormalities. {ECO:0000269|PubMed:22510445}. Note=The disease is caused by variants affecting the gene represented in this entry.",
EPHA7,Q16288,NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase),TRKC,"FUNCTION: Receptor tyrosine kinase involved in nervous system and probably heart development. Upon binding of its ligand NTF3/neurotrophin-3, NTRK3 autophosphorylates and activates different signaling pathways, including the phosphatidylinositol 3-kinase/AKT and the MAPK pathways, that control cell survival and differentiation. {ECO:0000269|PubMed:25196463}.","ACT_SITE 679; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; neurotrophin binding [GO:0043121]; neurotrophin receptor activity [GO:0005030]; p53 binding [GO:0002039]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],DISEASE: Note=Defects in NTRK3 are associated with susceptibility to congenital heart defects (CHD). A disease characterized by congenital developmental abnormalities involving structures of the heart. CHD are the most common major birth defects and the leading cause of death from congenital malformations. {ECO:0000269|PubMed:25196463}.,CHEMBL5608;
EPHA7,P29320,Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1),ETK ETK1 HEK TYRO4,"FUNCTION: Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Highly promiscuous for ephrin-A ligands it binds preferentially EFNA5. Upon activation by EFNA5 regulates cell-cell adhesion, cytoskeletal organization and cell migration. Plays a role in cardiac cells migration and differentiation and regulates the formation of the atrioventricular canal and septum during development probably through activation by EFNA1. Involved in the retinotectal mapping of neurons. May also control the segregation but not the guidance of motor and sensory axons during neuromuscular circuit development. {ECO:0000269|PubMed:11870224}.","ACT_SITE 746; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; ephrin receptor activity [GO:0005003]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:12738854}. Note=The gene represented in this entry may be involved in disease pathogenesis.",CHEMBL4954;
EPHA7,P54760,Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11),HTK MYK1 TYRO11,"FUNCTION: Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Together with its cognate ligand/functional ligand EFNB2 it is involved in the regulation of cell adhesion and migration, and plays a central role in heart morphogenesis, angiogenesis and blood vessel remodeling and permeability. EPHB4-mediated forward signaling controls cellular repulsion and segregation from EFNB2-expressing cells. {ECO:0000269|PubMed:12734395, ECO:0000269|PubMed:16424904, ECO:0000269|PubMed:27400125, ECO:0000269|PubMed:30578106}.","ACT_SITE 740; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; ephrin receptor activity [GO:0005003]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Lymphatic malformation 7 (LMPHM7) [MIM:617300]: A form of primary lymphedema, a disease characterized by swelling of body parts due to developmental anomalies and functional defects of the lymphatic system. Patients with lymphedema may suffer from recurrent local infections. LMPHM7 is an autosomal dominant form with variable expressivity. Some individuals present with severe non-immune hydrops fetalis, which may cause perinatal demise or fully resolve after the neonatal period. Others present with no edema and have milder clinical features, such as atrial septal defect or varicose veins as adults. {ECO:0000269|PubMed:27400125}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Capillary malformation-arteriovenous malformation 2 (CMAVM2) [MIM:618196]: An autosomal dominant disorder characterized by multiple, round to oval or more irregularly shaped macules that are pinkish red in color and are randomly distributed across the body. These capillary malformations are associated with either arteriovenous malformation, arteriovenous fistula, or Parkes Weber syndrome. {ECO:0000269|PubMed:28687708, ECO:0000269|PubMed:28730721, ECO:0000269|PubMed:29444212, ECO:0000269|PubMed:30578106}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL5147;
EPHA7,P29323,Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2],DRT EPHT3 EPTH3 ERK HEK5 TYRO5,"FUNCTION: Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Functions in axon guidance during development. Involved in the guidance of commissural axons, that form a major interhemispheric connection between the 2 temporal lobes of the cerebral cortex. Also involved in guidance of contralateral inner ear efferent growth cones at the midline and of retinal ganglion cell axons to the optic disk. In addition to axon guidance, also regulates dendritic spines development and maturation and stimulates the formation of excitatory synapses. Upon activation by EFNB1, abolishes the ARHGEF15-mediated negative regulation on excitatory synapse formation. Controls other aspects of development including angiogenesis, palate development and in inner ear development through regulation of endolymph production. Forward and reverse signaling through the EFNB2/EPHB2 complex regulate movement and adhesion of cells that tubularize the urethra and septate the cloaca. May function as a tumor suppressor. May be involved in the regulation of platelet activation and blood coagulation (PubMed:30213874). {ECO:0000269|PubMed:15300251, ECO:0000269|PubMed:30213874}.","ACT_SITE 746; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,amyloid-beta binding [GO:0001540]; ATP binding [GO:0005524]; axon guidance receptor activity [GO:0008046]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; identical protein binding [GO:0042802]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase activity [GO:0004713]; protein tyrosine kinase collagen receptor activity [GO:0038062]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]; stem cell factor receptor activity [GO:0005020]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Prostate cancer (PC) [MIM:176807]: A malignancy originating in tissues of the prostate. Most prostate cancers are adenocarcinomas that develop in the acini of the prostatic ducts. Other rare histopathologic types of prostate cancer that occur in approximately 5% of patients include small cell carcinoma, mucinous carcinoma, prostatic ductal carcinoma, transitional cell carcinoma, squamous cell carcinoma, basal cell carcinoma, adenoid cystic carcinoma (basaloid), signet-ring cell carcinoma and neuroendocrine carcinoma. {ECO:0000269|PubMed:15300251, ECO:0000269|PubMed:16155194}. Note=The gene represented in this entry may be involved in disease pathogenesis. EPHB2 mutations have been found in a prostate cancer cell line derived from a brain metastasis.; DISEASE: Bleeding disorder, platelet-type, 22 (BDPLT22) [MIM:618462]: An autosomal recessive disorder characterized by increased bleeding tendency due to platelet dysfunction. Clinical features include epistaxis, hematomas, bleeding after minor injuries, and menorrhagia. {ECO:0000269|PubMed:30213874}. Note=The disease may be caused by variants affecting the gene represented in this entry.",CHEMBL3290;
