Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
LCLAT1,Q6UWP7,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1),AGPAT8 ALCAT1 LYCAT,"FUNCTION: Exhibits acyl-CoA:lysocardiolipin acyltransferase (ALCAT) activity; catalyzes the reacylation of lyso-cardiolipin to cardiolipin (CL), a key step in CL remodeling (By similarity). Recognizes both monolysocardiolipin and dilysocardiolipin as substrates with a preference for linoleoyl-CoA and oleoyl-CoA as acyl donors (By similarity). Also exhibits 1-acyl-sn-glycerol-3-phosphate acyltransferase activity (AGPAT) activity; converts 1-acyl-sn-glycerol-3- phosphate (lysophosphatidic acid or LPA) into 1,2-diacyl-sn-glycerol-3- phosphate (phosphatidic acid or PA) by incorporating an acyl moiety at the sn-2 position of the glycerol backbone (PubMed:16620771). Possesses both lysophosphatidylinositol acyltransferase (LPIAT) and lysophosphatidylglycerol acyltransferase (LPGAT) activities (PubMed:19075029). Required for establishment of the hematopoietic and endothelial lineages (By similarity). {ECO:0000250|UniProtKB:Q3UN02, ECO:0000269|PubMed:16620771, ECO:0000269|PubMed:19075029}.",,PATHWAY: Phospholipid metabolism; CDP-diacylglycerol biosynthesis; CDP-diacylglycerol from sn-glycerol 3-phosphate: step 2/3.,1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; acyltransferase activity [GO:0016746]; O-acyltransferase activity [GO:0008374],,CHEMBL5169167;
LCLAT1,Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST),CAL FIG,"FUNCTION: Plays a role in intracellular protein trafficking and degradation (PubMed:11707463, PubMed:14570915, PubMed:15358775). May regulate CFTR chloride currents and acid-induced ASIC3 currents by modulating cell surface expression of both channels (By similarity). May also regulate the intracellular trafficking of the ADR1B receptor (PubMed:15358775). May play a role in autophagy (By similarity). Together with MARCHF2 mediates the ubiquitination and lysosomal degradation of CFTR (PubMed:23818989). Overexpression results in CFTR intracellular retention and lysosomaldegradation in the lysosomes (PubMed:11707463, PubMed:14570915). {ECO:0000250|UniProtKB:Q8BH60, ECO:0000269|PubMed:11707463, ECO:0000269|PubMed:14570915, ECO:0000269|PubMed:15358775, ECO:0000269|PubMed:23818989}.",,,identical protein binding [GO:0042802]; molecular sequestering activity [GO:0140313]; transmembrane transporter binding [GO:0044325],DISEASE: Note=A chromosomal aberration involving GOPC is found in a glioblastoma multiforme sample. An intra-chromosomal deletion del(6)(q21q21) is responsible for the formation of GOPC-ROS1 chimeric protein which has a constitutive receptor tyrosine kinase activity. {ECO:0000269|PubMed:12661006}.,CHEMBL1741218;
LCLAT1,Q8TBB1,E3 ubiquitin-protein ligase LNX (EC 2.3.2.27) (Ligand of Numb-protein X 1) (Numb-binding protein 1) (PDZ domain-containing RING finger protein 2) (RING-type E3 ubiquitin transferase LNX),LNX PDZRN2,"FUNCTION: E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of NUMB. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Mediates ubiquitination of isoform p66 and isoform p72 of NUMB, but not that of isoform p71 or isoform p65. {ECO:0000250|UniProtKB:O70263}.; FUNCTION: Isoform 2 provides an endocytic scaffold for IGSF5/JAM4. {ECO:0000250|UniProtKB:O70263}.",,PATHWAY: Protein modification; protein ubiquitination.,identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; PDZ domain binding [GO:0030165]; ubiquitin-protein transferase activity [GO:0004842],,
LCLAT1,Q9NRD5,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein),PRKCABP,"FUNCTION: Probable adapter protein that bind to and organize the subcellular localization of a variety of membrane proteins containing some PDZ recognition sequence. Involved in the clustering of various receptors, possibly by acting at the receptor internalization level. Plays a role in synaptic plasticity by regulating the trafficking and internalization of AMPA receptors. May be regulated upon PRKCA activation. May regulate ASIC1/ASIC3 channel. Regulates actin polymerization by inhibiting the actin-nucleating activity of the Arp2/3 complex; the function is competitive with nucleation promoting factors and is linked to neuronal morphology regulation and AMPA receptor (AMPAR) endocytosis. Via interaction with the Arp2/3 complex involved in regulation of synaptic plasicity of excitatory synapses and required for spine shrinkage during long-term depression (LTD). Involved in regulation of astrocyte morphology, antagonistic to Arp2/3 complex activator WASL/N-WASP function. {ECO:0000269|PubMed:20403402}.",,,actin filament binding [GO:0051015]; Arp2/3 complex binding [GO:0071933]; G protein-coupled receptor binding [GO:0001664]; identical protein binding [GO:0042802]; membrane curvature sensor activity [GO:0140090]; metal ion binding [GO:0046872]; phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]; protein kinase C binding [GO:0005080]; signaling receptor binding [GO:0005102],,
LCLAT1,C9K0C3,Lysocardiolipin acyltransferase 1,,,,,acyltransferase activity [GO:0016746],,
LCLAT1,C9J6F4,Lysocardiolipin acyltransferase 1,,,,,acyltransferase activity [GO:0016746],,
LCLAT1,C9JUV9,Lysocardiolipin acyltransferase 1,,,,,acyltransferase activity [GO:0016746],,
LCLAT1,C9JMW2,Lysocardiolipin acyltransferase 1,,,,,acyltransferase activity [GO:0016746],,
LCLAT1,F8WEY2,Lysocardiolipin acyltransferase 1,,,,,,,
LCLAT1,C9J5S5,Lysocardiolipin acyltransferase 1,,,,,acyltransferase activity [GO:0016746],,
