Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
GOPC,Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST),CAL FIG,"FUNCTION: Plays a role in intracellular protein trafficking and degradation (PubMed:11707463, PubMed:14570915, PubMed:15358775). May regulate CFTR chloride currents and acid-induced ASIC3 currents by modulating cell surface expression of both channels (By similarity). May also regulate the intracellular trafficking of the ADR1B receptor (PubMed:15358775). May play a role in autophagy (By similarity). Together with MARCHF2 mediates the ubiquitination and lysosomal degradation of CFTR (PubMed:23818989). Overexpression results in CFTR intracellular retention and lysosomaldegradation in the lysosomes (PubMed:11707463, PubMed:14570915). {ECO:0000250|UniProtKB:Q8BH60, ECO:0000269|PubMed:11707463, ECO:0000269|PubMed:14570915, ECO:0000269|PubMed:15358775, ECO:0000269|PubMed:23818989}.",,,identical protein binding [GO:0042802]; molecular sequestering activity [GO:0140313]; transmembrane transporter binding [GO:0044325],DISEASE: Note=A chromosomal aberration involving GOPC is found in a glioblastoma multiforme sample. An intra-chromosomal deletion del(6)(q21q21) is responsible for the formation of GOPC-ROS1 chimeric protein which has a constitutive receptor tyrosine kinase activity. {ECO:0000269|PubMed:12661006}.,CHEMBL1741218;
GOPC,P13569,Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel),ABCC7,"FUNCTION: Epithelial ion channel that plays an important role in the regulation of epithelial ion and water transport and fluid homeostasis (PubMed:26823428). Mediates the transport of chloride ions across the cell membrane (PubMed:10792060, PubMed:11524016, PubMed:11707463, PubMed:12519745, PubMed:12529365, PubMed:12588899, PubMed:12727866, PubMed:15010471, PubMed:17036051, PubMed:1712898, PubMed:17182731, PubMed:19398555, PubMed:19621064, PubMed:22178883, PubMed:25330774, PubMed:26846474, PubMed:28087700, PubMed:8910473, PubMed:9804160). Possesses an intrinsic ATPase activity and utilizes ATP to gate its channel; the passive flow of anions through the channel is gated by cycles of ATP binding and hydrolysis by the ATP-binding domains (PubMed:11524016, PubMed:15284228, PubMed:26627831, PubMed:8910473). The ion channel is also permeable to HCO(3)(-); selectivity depends on the extracellular chloride concentration (PubMed:15010471, PubMed:19019741). In vitro, mediates ATP-dependent glutathione flux (PubMed:12727866). Exerts its function also by modulating the activity of other ion channels and transporters (PubMed:12403779, PubMed:22121115, PubMed:22178883, PubMed:27941075). Plays an important role in airway fluid homeostasis (PubMed:16645176, PubMed:19621064, PubMed:26823428). Contributes to the regulation of the pH and the ion content of the airway surface fluid layer and thereby plays an important role in defense against pathogens (PubMed:14668433, PubMed:16645176, PubMed:26823428). Modulates the activity of the epithelial sodium channel (ENaC) complex, in part by regulating the cell surface expression of the ENaC complex (PubMed:17182731, PubMed:17434346, PubMed:27941075). Inhibits the activity of the ENaC channel containing subunits SCNN1A, SCNN1B and SCNN1G (PubMed:17182731). Inhibits the activity of the ENaC channel containing subunits SCNN1D, SCNN1B and SCNN1G, but not of the ENaC channel containing subunits SCNN1A, SCNN1B and SCNN1G (PubMed:17182731, PubMed:27941075). May regulate bicarbonate secretion and salvage in epithelial cells by regulating the transporter SLC4A7 (PubMed:12403779). Can inhibit the chloride channel activity of ANO1 (PubMed:22178883). Plays a role in the chloride and bicarbonate homeostasis during sperm epididymal maturation and capacitation (PubMed:19923167, PubMed:27714810). {ECO:0000269|PubMed:10792060, ECO:0000269|PubMed:11524016, ECO:0000269|PubMed:11707463, ECO:0000269|PubMed:12403779, ECO:0000269|PubMed:12519745, ECO:0000269|PubMed:12529365, ECO:0000269|PubMed:12588899, ECO:0000269|PubMed:12727866, ECO:0000269|PubMed:14668433, ECO:0000269|PubMed:15010471, ECO:0000269|PubMed:15284228, ECO:0000269|PubMed:16645176, ECO:0000269|PubMed:17036051, ECO:0000269|PubMed:1712898, ECO:0000269|PubMed:17182731, ECO:0000269|PubMed:19019741, ECO:0000269|PubMed:19398555, ECO:0000269|PubMed:19621064, ECO:0000269|PubMed:22178883, ECO:0000269|PubMed:25330774, ECO:0000269|PubMed:26627831, ECO:0000269|PubMed:26823428, ECO:0000269|PubMed:26846474, ECO:0000269|PubMed:27714810, ECO:0000269|PubMed:27941075, ECO:0000269|PubMed:28087700, ECO:0000269|PubMed:8910473, ECO:0000269|PubMed:9804160, ECO:0000305|PubMed:19923167}.",,,14-3-3 protein binding [GO:0071889]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent H2AZ histone chaperone activity [GO:0140849]; ATP-dependent H3-H4 histone complex chaperone activity [GO:0140665]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; bicarbonate transmembrane transporter activity [GO:0015106]; chloride channel activity [GO:0005254]; chloride channel inhibitor activity [GO:0019869]; chloride channel regulator activity [GO:0017081]; chloride transmembrane transporter activity [GO:0015108]; chromatin extrusion motor activity [GO:0140584]; cohesin loader activity [GO:0061775]; DNA clamp loader activity [GO:0003689]; enzyme binding [GO:0019899]; intracellularly ATP-gated chloride channel activity [GO:0005260]; isomerase activity [GO:0016853]; PDZ domain binding [GO:0030165]; protein-folding chaperone binding [GO:0051087]; Sec61 translocon complex binding [GO:0106138],"DISEASE: Cystic fibrosis (CF) [MIM:219700]: A common generalized disorder of the exocrine glands which impairs clearance of secretions in a variety of organs. It is characterized by the triad of chronic bronchopulmonary disease (with recurrent respiratory infections), pancreatic insufficiency (which leads to malabsorption and growth retardation) and elevated sweat electrolytes. It is the most common genetic disease in Caucasians, with a prevalence of about 1 in 2'000 live births. Inheritance is autosomal recessive. {ECO:0000269|PubMed:10094564, ECO:0000269|PubMed:10869121, ECO:0000269|PubMed:10923036, ECO:0000269|PubMed:11242048, ECO:0000269|PubMed:12167682, ECO:0000269|PubMed:12394343, ECO:0000269|PubMed:12529365, ECO:0000269|PubMed:1284466, ECO:0000269|PubMed:1284468, ECO:0000269|PubMed:1284529, ECO:0000269|PubMed:1284530, ECO:0000269|PubMed:1284548, ECO:0000269|PubMed:1379210, ECO:0000269|PubMed:15528182, ECO:0000269|PubMed:15716351, ECO:0000269|PubMed:16822950, ECO:0000269|PubMed:1695717, ECO:0000269|PubMed:1699669, ECO:0000269|PubMed:17098864, ECO:0000269|PubMed:1710600, ECO:0000269|PubMed:1712898, ECO:0000269|PubMed:17182731, ECO:0000269|PubMed:20008117, ECO:0000269|PubMed:20150177, ECO:0000269|PubMed:20691141, ECO:0000269|PubMed:21884936, ECO:0000269|PubMed:2236053, ECO:0000269|PubMed:23818989, ECO:0000269|PubMed:25330774, ECO:0000269|PubMed:26846474, ECO:0000269|PubMed:27241308, ECO:0000269|PubMed:28001373, ECO:0000269|PubMed:28067262, ECO:0000269|PubMed:28087700, ECO:0000269|PubMed:32026723, ECO:0000269|PubMed:33572515, ECO:0000269|PubMed:7504969, ECO:0000269|PubMed:7505694, ECO:0000269|PubMed:7505767, ECO:0000269|PubMed:7508414, ECO:0000269|PubMed:7513296, ECO:0000269|PubMed:7517264, ECO:0000269|PubMed:7520022, ECO:0000269|PubMed:7522211, ECO:0000269|PubMed:7524909, ECO:0000269|PubMed:7524913, ECO:0000269|PubMed:7525450, ECO:0000269|PubMed:7537150, ECO:0000269|PubMed:7541273, ECO:0000269|PubMed:7541510, ECO:0000269|PubMed:7543567, ECO:0000269|PubMed:7544319, ECO:0000269|PubMed:7581407, ECO:0000269|PubMed:7606851, ECO:0000269|PubMed:7680525, ECO:0000269|PubMed:7683628, ECO:0000269|PubMed:7683954, ECO:0000269|PubMed:8081395, ECO:0000269|PubMed:8406518, ECO:0000269|PubMed:8522333, ECO:0000269|PubMed:8723693, ECO:0000269|PubMed:8723695, ECO:0000269|PubMed:8800923, ECO:0000269|PubMed:8829633, ECO:0000269|PubMed:8910473, ECO:0000269|PubMed:8956039, ECO:0000269|PubMed:9101301, ECO:0000269|PubMed:9222768, ECO:0000269|PubMed:9375855, ECO:0000269|PubMed:9401006, ECO:0000269|PubMed:9443874, ECO:0000269|PubMed:9452048, ECO:0000269|PubMed:9452054, ECO:0000269|PubMed:9452073, ECO:0000269|PubMed:9482579, ECO:0000269|PubMed:9507391, ECO:0000269|PubMed:9521595, ECO:0000269|PubMed:9554753, ECO:0000269|PubMed:9736778, ECO:0000269|PubMed:9804160, ECO:0000269|PubMed:9921909}. Note=The disease is caused by variants affecting the gene represented in this entry. There is some evidence that the functional defect caused by the most common variant Phe-508 DEL can be corrected by the binding to the snake phospholipase A2 crotoxin basic subunit CB. This toxin both disrupts the Phe-508 DEL-cytokeratin 8 complex, allowing for the escape from degradation, and increases the chloride channel current (PubMed:27241308). {ECO:0000269|PubMed:27241308}.; DISEASE: Congenital bilateral absence of the vas deferens (CBAVD) [MIM:277180]: An autosomal recessive disease characterized by vas deferens aplasia resulting in azoospermia and male infertility. CBAVD may occur in isolation or as a manifestation of cystic fibrosis. {ECO:0000269|PubMed:10066035, ECO:0000269|PubMed:10651488, ECO:0000269|PubMed:17329263, ECO:0000269|PubMed:7529962, ECO:0000269|PubMed:7539342, ECO:0000269|PubMed:9067761, ECO:0000269|PubMed:9736778, ECO:0000269|Ref.117}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL4051;
GOPC,P08922,Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase),MCF3 ROS,"FUNCTION: Receptor tyrosine kinase (RTK) that plays a role in epithelial cell differentiation and regionalization of the proximal epididymal epithelium. NELL2 is an endogenous ligand for ROS1. Upon endogenous stimulation by NELL2, ROS1 activates the intracellular signaling pathway and triggers epididymal epithelial differentiation and subsequent sperm maturation (By similarity). May activate several downstream signaling pathways related to cell differentiation, proliferation, growth and survival including the PI3 kinase-mTOR signaling pathway. Mediates the phosphorylation of PTPN11, an activator of this pathway. May also phosphorylate and activate the transcription factor STAT3 to control anchorage-independent cell growth. Mediates the phosphorylation and the activation of VAV3, a guanine nucleotide exchange factor regulating cell morphology. May activate other downstream signaling proteins including AKT1, MAPK1, MAPK3, IRS1 and PLCG2. {ECO:0000250|UniProtKB:Q78DX7, ECO:0000269|PubMed:11094073, ECO:0000269|PubMed:16885344}.","ACT_SITE 2079; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],DISEASE: Note=A chromosomal aberration involving ROS1 is found in a glioblastoma multiforme sample. An intra-chromosomal deletion del(6)(q21q21) is responsible for the formation of GOPC-ROS1 chimeric protein which is localized to the Golgi and has a constitutive receptor tyrosine kinase activity. A SLC34A2-ROS1 chimeric protein produced in non-small cell lung cancer cells also retains a constitutive kinase activity. A third type of chimeric protein CD74-ROS1 was also identified in those cells. {ECO:0000269|PubMed:12661006}.,CHEMBL5568;
GOPC,O95196,Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C),CALEB NGC,FUNCTION: May function as a growth and differentiation factor involved in neuritogenesis. May induce ERBB3 activation. {ECO:0000269|PubMed:15358134}.,,,growth factor activity [GO:0008083],,
GOPC,P08588,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),ADRB1R B1AR,"FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. This receptor binds epinephrine and norepinephrine with approximately equal affinity. Mediates Ras activation through G(s)-alpha- and cAMP-mediated signaling. Involved in the regulation of sleep/wake behaviors (PubMed:31473062). {ECO:0000269|PubMed:12391161, ECO:0000269|PubMed:31473062}.",,,alpha-2A adrenergic receptor binding [GO:0031694]; beta-adrenergic receptor activity [GO:0004939]; beta1-adrenergic receptor activity [GO:0004940]; G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential [GO:0099579]; PDZ domain binding [GO:0030165]; protein heterodimerization activity [GO:0046982],,CHEMBL213;
GOPC,Q9UHC3,Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1),ACCN3 SLNAC1 TNAC1,"FUNCTION: Cation channel with high affinity for sodium, which is gated by extracellular protons and inhibited by the diuretic amiloride. Generates a biphasic current with a fast inactivating and a slow sustained phase. In sensory neurons is proposed to mediate the pain induced by acidosis that occurs in ischemic, damaged or inflamed tissue. May be involved in hyperalgesia. May play a role in mechanoreception. Heteromeric channel assembly seems to modulate channel properties. {ECO:0000269|PubMed:9744806, ECO:0000269|PubMed:9886053}.",,,enterobactin transmembrane transporter activity [GO:0042931]; ligand-gated sodium channel activity [GO:0015280]; monoatomic cation channel activity [GO:0005261]; pH-gated monoatomic ion channel activity [GO:0160128]; sodium channel activity [GO:0005272],,CHEMBL5368;
GOPC,Q08378,Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160),,FUNCTION: Golgi auto-antigen; probably involved in maintaining Golgi structure.,,,cadherin binding [GO:0045296],,
GOPC,Q8N2Q7,Neuroligin-1,KIAA1070,"FUNCTION: Cell surface protein involved in cell-cell-interactions via its interactions with neurexin family members. Plays a role in synapse function and synaptic signal transmission, and probably mediates its effects by recruiting and clustering other synaptic proteins. May promote the initial formation of synapses, but is not essential for this. In vitro, triggers the de novo formation of presynaptic structures. May be involved in specification of excitatory synapses. Required to maintain wakefulness quality and normal synchrony of cerebral cortex activity during wakefulness and sleep (By similarity). The protein is involved in nervous system development. {ECO:0000250|UniProtKB:Q99K10, ECO:0000269|PubMed:28841651}.",,,amyloid-beta binding [GO:0001540]; cell adhesion molecule binding [GO:0050839]; identical protein binding [GO:0042802]; neurexin family protein binding [GO:0042043]; PDZ domain binding [GO:0030165]; scaffold protein binding [GO:0097110]; signaling receptor activity [GO:0038023],"DISEASE: Autism 20 (AUTS20) [MIM:618830]: A complex multifactorial, pervasive developmental disorder characterized by impairments in reciprocal social interaction and communication, restricted and stereotyped patterns of interests and activities, and the presence of developmental abnormalities by 3 years of age. Most individuals with autism also manifest moderate intellectual disability. The transmission pattern of AUTS20 is consistent with autosomal dominant inheritance. {ECO:0000269|PubMed:28841651}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.",
GOPC,Q9P0N8,E3 ubiquitin-protein ligase MARCHF2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING finger protein 172) (RING-type E3 ubiquitin transferase MARCHF2),MARCH2 RNF172,"FUNCTION: E3 ubiquitin-protein ligase that may mediate ubiquitination of TFRC and CD86, and promote their subsequent endocytosis and sorting to lysosomes via multivesicular bodies. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfer the ubiquitin to targeted substrates (PubMed:14722266, PubMed:16428329). Together with GOPC/CAL mediates the ubiquitination and lysosomal degradation of CFTR (PubMed:23818989). Ubiquitinates and therefore mediates the degradation of DLG1 (PubMed:17980554). Regulates the intracellular trafficking and secretion of alpha1-antitrypsin/SERPINA1 and HP/haptoglobin via ubiquitination and degradation of the cargo receptor ERGIC3 (PubMed:31142615). Negatively regulates the antiviral and antibacterial immune response by repression of the NF-kB and type 1 IFN signaling pathways, via MARCHF2-mediated K48-linked polyubiquitination of IKBKG/NEMO, resulting in its proteasomal degradation (PubMed:32935379). May be involved in endosomal trafficking through interaction with STX6 (PubMed:15689499). {ECO:0000269|PubMed:14722266, ECO:0000269|PubMed:15689499, ECO:0000269|PubMed:16428329, ECO:0000269|PubMed:17980554, ECO:0000269|PubMed:23818989, ECO:0000269|PubMed:31142615, ECO:0000269|PubMed:32935379}.; FUNCTION: (Microbial infection) Positively regulates the degradation of Vesicular stomatitis virus (VSV) G protein via the lysosomal degradation pathway (PubMed:29573664). Represses HIV-1 viral production and may inhibit the translocation of HIV-1 env to the cell surface, resulting in decreased viral cell-cell transmission (PubMed:29573664). {ECO:0000269|PubMed:29573664}.",,"PATHWAY: Protein modification; protein ubiquitination. {ECO:0000269|PubMed:17980554, ECO:0000269|PubMed:23818989, ECO:0000269|PubMed:31142615}.",ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270],,
GOPC,O43752,Syntaxin-6,,"FUNCTION: SNARE promoting movement of transport vesicles to target membranes. Targets endosomes to the trans-Golgi network, and may therefore function in retrograde trafficking. Together with SNARE STX12, promotes movement of vesicles from endosomes to the cell membrane, and may therefore function in the endocytic recycling pathway. {ECO:0000250|UniProtKB:Q63635}.",,,SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905],,
